odb_file,param_group,realization,borehole,borehole_id,target_x,target_y,node_z,calculated_head
Job_P022_R16.odb,22,16,zk110,BH23,63.104,220.681,460.829,427.7003
Job_P022_R17.odb,22,17,zk101,BH01,-107.247,837.298,460.635,446.5
Job_P022_R17.odb,22,17,zk120,BH02,-79.056,786.162,460.024,429.8169
Job_P022_R17.odb,22,17,zk102,BH03,-1.701,784.3,474.041,441.4199
Job_P022_R17.odb,22,17,zk141,BH04,42.002,755.685,478.786,445.0043
Job_P022_R17.odb,22,17,zk103,BH05,97.323,727.843,485.133,443.9499
Job_P022_R17.odb,22,17,zk140,BH06,103.815,241.402,466.707,449.5186
Job_P022_R17.odb,22,17,zk139,BH07,189.974,727.986,498.776,461.2286
Job_P022_R17.odb,22,17,zk138,BH08,234.402,695.424,499.305,446.4567
Job_P022_R17.odb,22,17,zk104,BH09,286.261,668.745,499.627,446.7826
Job_P022_R17.odb,22,17,zk137,BH10,328.931,675.79,502.079,473.0016
Job_P022_R17.odb,22,17,zk105,BH11,483.884,586.18,487.554,506.3476
Job_P022_R17.odb,22,17,zk410,BH12,416.455,437.474,482.247,500.9368
Job_P022_R17.odb,22,17,zk106,BH13,552.478,475.648,474.773,494.4358
Job_P022_R17.odb,22,17,zk136,BH14,393.028,343.22,484.06,459.3677
Job_P022_R17.odb,22,17,zk107,BH15,446.731,266.563,485.742,464.6754
Job_P022_R17.odb,22,17,zk135,BH16,354.713,291.468,486.725,433.5114
Job_P022_R17.odb,22,17,zk134,BH17,312.24,229.995,489.426,441.9946
Job_P022_R17.odb,22,17,zk108,BH18,329.522,202.805,491.454,452.8777
Job_P022_R17.odb,22,17,zk133,BH19,245.013,207.144,486.842,435.1819
Job_P022_R17.odb,22,17,zk132,BH20,180.314,185.837,481.201,442.1361
Job_P022_R17.odb,22,17,zk109,BH21,166.718,120.398,482.295,442.6429
Job_P022_R17.odb,22,17,zk131,BH22,112.697,155.798,472.818,442.7889
Job_P022_R17.odb,22,17,zk110,BH23,63.104,220.681,460.829,428.7208
Job_P022_R18.odb,22,18,zk101,BH01,-107.247,837.298,460.635,448.7137
Job_P022_R18.odb,22,18,zk120,BH02,-79.056,786.162,460.024,432.6321
Job_P022_R18.odb,22,18,zk102,BH03,-1.701,784.3,474.041,442.5437
Job_P022_R18.odb,22,18,zk141,BH04,42.002,755.685,478.786,445.4511
Job_P022_R18.odb,22,18,zk103,BH05,97.323,727.843,485.133,443.6656
Job_P022_R18.odb,22,18,zk140,BH06,103.815,241.402,466.707,449.5854
Job_P022_R18.odb,22,18,zk139,BH07,189.974,727.986,498.776,460.2536
Job_P022_R18.odb,22,18,zk138,BH08,234.402,695.424,499.305,445.3994
Job_P022_R18.odb,22,18,zk104,BH09,286.261,668.745,499.627,445.294
Job_P022_R18.odb,22,18,zk137,BH10,328.931,675.79,502.079,472.9612
Job_P022_R18.odb,22,18,zk105,BH11,483.884,586.18,487.554,505.7266
Job_P022_R18.odb,22,18,zk410,BH12,416.455,437.474,482.247,500.1103
Job_P022_R18.odb,22,18,zk106,BH13,552.478,475.648,474.773,495.2222
Job_P022_R18.odb,22,18,zk136,BH14,393.028,343.22,484.06,457.9991
Job_P022_R18.odb,22,18,zk107,BH15,446.731,266.563,485.742,465.198
Job_P022_R18.odb,22,18,zk135,BH16,354.713,291.468,486.725,433.455
Job_P022_R18.odb,22,18,zk134,BH17,312.24,229.995,489.426,442.703
Job_P022_R18.odb,22,18,zk108,BH18,329.522,202.805,491.454,453.6717
Job_P022_R18.odb,22,18,zk133,BH19,245.013,207.144,486.842,435.4907
Job_P022_R18.odb,22,18,zk132,BH20,180.314,185.837,481.201,441.1013
Job_P022_R18.odb,22,18,zk109,BH21,166.718,120.398,482.295,443.2042
Job_P022_R18.odb,22,18,zk131,BH22,112.697,155.798,472.818,445.1193
Job_P022_R18.odb,22,18,zk110,BH23,63.104,220.681,460.829,429.2493
Job_P022_R19.odb,22,19,zk101,BH01,-107.247,837.298,460.635,446.5763
Job_P022_R19.odb,22,19,zk120,BH02,-79.056,786.162,460.024,429.8745
Job_P022_R19.odb,22,19,zk102,BH03,-1.701,784.3,474.041,440.6531
Job_P022_R19.odb,22,19,zk141,BH04,42.002,755.685,478.786,443.8579
Job_P022_R19.odb,22,19,zk103,BH05,97.323,727.843,485.133,443.2251
Job_P022_R19.odb,22,19,zk140,BH06,103.815,241.402,466.707,447.2567
Job_P022_R19.odb,22,19,zk139,BH07,189.974,727.986,498.776,459.8027
Job_P022_R19.odb,22,19,zk138,BH08,234.402,695.424,499.305,445.3692
Job_P022_R19.odb,22,19,zk104,BH09,286.261,668.745,499.627,445.5994
Job_P022_R19.odb,22,19,zk137,BH10,328.931,675.79,502.079,471.6258
Job_P022_R19.odb,22,19,zk105,BH11,483.884,586.18,487.554,507.0121
Job_P022_R19.odb,22,19,zk410,BH12,416.455,437.474,482.247,502.0484
Job_P022_R19.odb,22,19,zk106,BH13,552.478,475.648,474.773,497.2652
Job_P022_R19.odb,22,19,zk136,BH14,393.028,343.22,484.06,459.5658
Job_P022_R19.odb,22,19,zk107,BH15,446.731,266.563,485.742,465.3636
Job_P022_R19.odb,22,19,zk135,BH16,354.713,291.468,486.725,432.9482
Job_P022_R19.odb,22,19,zk134,BH17,312.24,229.995,489.426,440.2168
Job_P022_R19.odb,22,19,zk108,BH18,329.522,202.805,491.454,452.3558
Job_P022_R19.odb,22,19,zk133,BH19,245.013,207.144,486.842,433.8178
Job_P022_R19.odb,22,19,zk132,BH20,180.314,185.837,481.201,439.4818
Job_P022_R19.odb,22,19,zk109,BH21,166.718,120.398,482.295,441.5027
Job_P022_R19.odb,22,19,zk131,BH22,112.697,155.798,472.818,441.821
Job_P022_R19.odb,22,19,zk110,BH23,63.104,220.681,460.829,428.4168
Job_P022_R20.odb,22,20,zk101,BH01,-107.247,837.298,460.635,445.8839
Job_P022_R20.odb,22,20,zk120,BH02,-79.056,786.162,460.024,428.6625
Job_P022_R20.odb,22,20,zk102,BH03,-1.701,784.3,474.041,440.5915
Job_P022_R20.odb,22,20,zk141,BH04,42.002,755.685,478.786,444.849
Job_P022_R20.odb,22,20,zk103,BH05,97.323,727.843,485.133,444.6737
Job_P022_R20.odb,22,20,zk140,BH06,103.815,241.402,466.707,449.4462
Job_P022_R20.odb,22,20,zk139,BH07,189.974,727.986,498.776,461.8962
Job_P022_R20.odb,22,20,zk138,BH08,234.402,695.424,499.305,446.1546
Job_P022_R20.odb,22,20,zk104,BH09,286.261,668.745,499.627,447.9885
Job_P022_R20.odb,22,20,zk137,BH10,328.931,675.79,502.079,473.3697
Job_P022_R20.odb,22,20,zk105,BH11,483.884,586.18,487.554,505.9342
Job_P022_R20.odb,22,20,zk410,BH12,416.455,437.474,482.247,501.0777
Job_P022_R20.odb,22,20,zk106,BH13,552.478,475.648,474.773,495.3121
Job_P022_R20.odb,22,20,zk136,BH14,393.028,343.22,484.06,459.9902
Job_P022_R20.odb,22,20,zk107,BH15,446.731,266.563,485.742,464.7017
Job_P022_R20.odb,22,20,zk135,BH16,354.713,291.468,486.725,433.2564
Job_P022_R20.odb,22,20,zk134,BH17,312.24,229.995,489.426,442.4175
Job_P022_R20.odb,22,20,zk108,BH18,329.522,202.805,491.454,453.5619
Job_P022_R20.odb,22,20,zk133,BH19,245.013,207.144,486.842,437.0802
Job_P022_R20.odb,22,20,zk132,BH20,180.314,185.837,481.201,441.5935
Job_P022_R20.odb,22,20,zk109,BH21,166.718,120.398,482.295,444.5545
Job_P022_R20.odb,22,20,zk131,BH22,112.697,155.798,472.818,444.2283
Job_P022_R20.odb,22,20,zk110,BH23,63.104,220.681,460.829,429.8245
Job_P023_R01.odb,23,1,zk101,BH01,-107.247,837.298,460.635,439.6594
Job_P023_R01.odb,23,1,zk120,BH02,-79.056,786.162,460.024,421.6568
Job_P023_R01.odb,23,1,zk102,BH03,-1.701,784.3,474.041,432.4736
Job_P023_R01.odb,23,1,zk141,BH04,42.002,755.685,478.786,436.7267
Job_P023_R01.odb,23,1,zk103,BH05,97.323,727.843,485.133,435.6261
Job_P023_R01.odb,23,1,zk140,BH06,103.815,241.402,466.707,441.0857
Job_P023_R01.odb,23,1,zk139,BH07,189.974,727.986,498.776,452.5091
Job_P023_R01.odb,23,1,zk138,BH08,234.402,695.424,499.305,437.8014
Job_P023_R01.odb,23,1,zk104,BH09,286.261,668.745,499.627,439.6258
Job_P023_R01.odb,23,1,zk137,BH10,328.931,675.79,502.079,465.7315
Job_P023_R01.odb,23,1,zk105,BH11,483.884,586.18,487.554,499.9173
Job_P023_R01.odb,23,1,zk410,BH12,416.455,437.474,482.247,495.4412
Job_P023_R01.odb,23,1,zk106,BH13,552.478,475.648,474.773,488.6059
Job_P023_R01.odb,23,1,zk136,BH14,393.028,343.22,484.06,453.573
Job_P023_R01.odb,23,1,zk107,BH15,446.731,266.563,485.742,457.6687
Job_P023_R01.odb,23,1,zk135,BH16,354.713,291.468,486.725,427.5064
Job_P023_R01.odb,23,1,zk134,BH17,312.24,229.995,489.426,434.6034
Job_P023_R01.odb,23,1,zk108,BH18,329.522,202.805,491.454,445.8283
Job_P023_R01.odb,23,1,zk133,BH19,245.013,207.144,486.842,427.5373
Job_P023_R01.odb,23,1,zk132,BH20,180.314,185.837,481.201,434.0219
Job_P023_R01.odb,23,1,zk109,BH21,166.718,120.398,482.295,434.8055
Job_P023_R01.odb,23,1,zk131,BH22,112.697,155.798,472.818,434.3983
Job_P023_R01.odb,23,1,zk110,BH23,63.104,220.681,460.829,420.5805
Job_P023_R02.odb,23,2,zk101,BH01,-107.247,837.298,460.635,439.7876
Job_P023_R02.odb,23,2,zk120,BH02,-79.056,786.162,460.024,422.8397
Job_P023_R02.odb,23,2,zk102,BH03,-1.701,784.3,474.041,433.7111
Job_P023_R02.odb,23,2,zk141,BH04,42.002,755.685,478.786,436.5602
Job_P023_R02.odb,23,2,zk103,BH05,97.323,727.843,485.133,435.4987
Job_P023_R02.odb,23,2,zk140,BH06,103.815,241.402,466.707,442.0654
Job_P023_R02.odb,23,2,zk139,BH07,189.974,727.986,498.776,452.6755
Job_P023_R02.odb,23,2,zk138,BH08,234.402,695.424,499.305,439.6508
Job_P023_R02.odb,23,2,zk104,BH09,286.261,668.745,499.627,439.7795
Job_P023_R02.odb,23,2,zk137,BH10,328.931,675.79,502.079,465.7513
Job_P023_R02.odb,23,2,zk105,BH11,483.884,586.18,487.554,498.0056
Job_P023_R02.odb,23,2,zk410,BH12,416.455,437.474,482.247,494.8205
Job_P023_R02.odb,23,2,zk106,BH13,552.478,475.648,474.773,486.0979
Job_P023_R02.odb,23,2,zk136,BH14,393.028,343.22,484.06,451.9909
Job_P023_R02.odb,23,2,zk107,BH15,446.731,266.563,485.742,458.2513
Job_P023_R02.odb,23,2,zk135,BH16,354.713,291.468,486.725,425.7753
Job_P023_R02.odb,23,2,zk134,BH17,312.24,229.995,489.426,435.3479
Job_P023_R02.odb,23,2,zk108,BH18,329.522,202.805,491.454,446.3289
Job_P023_R02.odb,23,2,zk133,BH19,245.013,207.144,486.842,427.5047
Job_P023_R02.odb,23,2,zk132,BH20,180.314,185.837,481.201,434.1084
Job_P023_R02.odb,23,2,zk109,BH21,166.718,120.398,482.295,435.3545
Job_P023_R02.odb,23,2,zk131,BH22,112.697,155.798,472.818,435.9002
Job_P023_R02.odb,23,2,zk110,BH23,63.104,220.681,460.829,420.329
Job_P023_R03.odb,23,3,zk101,BH01,-107.247,837.298,460.635,442.2454
Job_P023_R03.odb,23,3,zk120,BH02,-79.056,786.162,460.024,424.9468
Job_P023_R03.odb,23,3,zk102,BH03,-1.701,784.3,474.041,433.8962
Job_P023_R03.odb,23,3,zk141,BH04,42.002,755.685,478.786,438.8204
Job_P023_R03.odb,23,3,zk103,BH05,97.323,727.843,485.133,436.7453
Job_P023_R03.odb,23,3,zk140,BH06,103.815,241.402,466.707,443.2938
Job_P023_R03.odb,23,3,zk139,BH07,189.974,727.986,498.776,452.7394
Job_P023_R03.odb,23,3,zk138,BH08,234.402,695.424,499.305,438.0175
Job_P023_R03.odb,23,3,zk104,BH09,286.261,668.745,499.627,437.6132
Job_P023_R03.odb,23,3,zk137,BH10,328.931,675.79,502.079,464.5457
Job_P023_R03.odb,23,3,zk105,BH11,483.884,586.18,487.554,498.543
Job_P023_R03.odb,23,3,zk410,BH12,416.455,437.474,482.247,493.002
Job_P023_R03.odb,23,3,zk106,BH13,552.478,475.648,474.773,487.3767
Job_P023_R03.odb,23,3,zk136,BH14,393.028,343.22,484.06,452.7947
Job_P023_R03.odb,23,3,zk107,BH15,446.731,266.563,485.742,458.931
Job_P023_R03.odb,23,3,zk135,BH16,354.713,291.468,486.725,427.4417
Job_P023_R03.odb,23,3,zk134,BH17,312.24,229.995,489.426,435.3388
Job_P023_R03.odb,23,3,zk108,BH18,329.522,202.805,491.454,447.325
Job_P023_R03.odb,23,3,zk133,BH19,245.013,207.144,486.842,429.4182
Job_P023_R03.odb,23,3,zk132,BH20,180.314,185.837,481.201,435.9493
Job_P023_R03.odb,23,3,zk109,BH21,166.718,120.398,482.295,437.5387
Job_P023_R03.odb,23,3,zk131,BH22,112.697,155.798,472.818,437.5631
Job_P023_R03.odb,23,3,zk110,BH23,63.104,220.681,460.829,422.5933
Job_P023_R04.odb,23,4,zk101,BH01,-107.247,837.298,460.635,438.5439
Job_P023_R04.odb,23,4,zk120,BH02,-79.056,786.162,460.024,422.5972
Job_P023_R04.odb,23,4,zk102,BH03,-1.701,784.3,474.041,432.6324
Job_P023_R04.odb,23,4,zk141,BH04,42.002,755.685,478.786,436.2355
Job_P023_R04.odb,23,4,zk103,BH05,97.323,727.843,485.133,436.0848
Job_P023_R04.odb,23,4,zk140,BH06,103.815,241.402,466.707,440.7231
Job_P023_R04.odb,23,4,zk139,BH07,189.974,727.986,498.776,453.2853
Job_P023_R04.odb,23,4,zk138,BH08,234.402,695.424,499.305,439.6373
Job_P023_R04.odb,23,4,zk104,BH09,286.261,668.745,499.627,440.2898
Job_P023_R04.odb,23,4,zk137,BH10,328.931,675.79,502.079,466.4871
Job_P023_R04.odb,23,4,zk105,BH11,483.884,586.18,487.554,499.8516
Job_P023_R04.odb,23,4,zk410,BH12,416.455,437.474,482.247,494.8387
Job_P023_R04.odb,23,4,zk106,BH13,552.478,475.648,474.773,487.7059
Job_P023_R04.odb,23,4,zk136,BH14,393.028,343.22,484.06,451.0571
Job_P023_R04.odb,23,4,zk107,BH15,446.731,266.563,485.742,457.1472
Job_P023_R04.odb,23,4,zk135,BH16,354.713,291.468,486.725,426.9373
Job_P023_R04.odb,23,4,zk134,BH17,312.24,229.995,489.426,435.0174
Job_P023_R04.odb,23,4,zk108,BH18,329.522,202.805,491.454,445.6585
Job_P023_R04.odb,23,4,zk133,BH19,245.013,207.144,486.842,427.744
Job_P023_R04.odb,23,4,zk132,BH20,180.314,185.837,481.201,434.1979
Job_P023_R04.odb,23,4,zk109,BH21,166.718,120.398,482.295,435.5833
Job_P023_R04.odb,23,4,zk131,BH22,112.697,155.798,472.818,435.8326
Job_P023_R04.odb,23,4,zk110,BH23,63.104,220.681,460.829,421.0642
Job_P023_R05.odb,23,5,zk101,BH01,-107.247,837.298,460.635,439.2764
Job_P023_R05.odb,23,5,zk120,BH02,-79.056,786.162,460.024,422.2863
Job_P023_R05.odb,23,5,zk102,BH03,-1.701,784.3,474.041,433.5713
Job_P023_R05.odb,23,5,zk141,BH04,42.002,755.685,478.786,437.7459
Job_P023_R05.odb,23,5,zk103,BH05,97.323,727.843,485.133,437.3447
Job_P023_R05.odb,23,5,zk140,BH06,103.815,241.402,466.707,439.6973
Job_P023_R05.odb,23,5,zk139,BH07,189.974,727.986,498.776,454.3007
Job_P023_R05.odb,23,5,zk138,BH08,234.402,695.424,499.305,439.2729
Job_P023_R05.odb,23,5,zk104,BH09,286.261,668.745,499.627,440.982
Job_P023_R05.odb,23,5,zk137,BH10,328.931,675.79,502.079,466.4595
Job_P023_R05.odb,23,5,zk105,BH11,483.884,586.18,487.554,501.2062
Job_P023_R05.odb,23,5,zk410,BH12,416.455,437.474,482.247,494.4133
Job_P023_R05.odb,23,5,zk106,BH13,552.478,475.648,474.773,488.3974
Job_P023_R05.odb,23,5,zk136,BH14,393.028,343.22,484.06,451.2524
Job_P023_R05.odb,23,5,zk107,BH15,446.731,266.563,485.742,455.8973
Job_P023_R05.odb,23,5,zk135,BH16,354.713,291.468,486.725,425.5819
Job_P023_R05.odb,23,5,zk134,BH17,312.24,229.995,489.426,434.0275
Job_P023_R05.odb,23,5,zk108,BH18,329.522,202.805,491.454,445.1279
Job_P023_R05.odb,23,5,zk133,BH19,245.013,207.144,486.842,427.2736
Job_P023_R05.odb,23,5,zk132,BH20,180.314,185.837,481.201,433.2342
Job_P023_R05.odb,23,5,zk109,BH21,166.718,120.398,482.295,435.7819
Job_P023_R05.odb,23,5,zk131,BH22,112.697,155.798,472.818,434.4676
Job_P023_R05.odb,23,5,zk110,BH23,63.104,220.681,460.829,420.5771
Job_P023_R06.odb,23,6,zk101,BH01,-107.247,837.298,460.635,435.2697
Job_P023_R06.odb,23,6,zk120,BH02,-79.056,786.162,460.024,419.1509
Job_P023_R06.odb,23,6,zk102,BH03,-1.701,784.3,474.041,431.2211
Job_P023_R06.odb,23,6,zk141,BH04,42.002,755.685,478.786,437.1104
Job_P023_R06.odb,23,6,zk103,BH05,97.323,727.843,485.133,437.51
Job_P023_R06.odb,23,6,zk140,BH06,103.815,241.402,466.707,442.6789
Job_P023_R06.odb,23,6,zk139,BH07,189.974,727.986,498.776,457.0717
Job_P023_R06.odb,23,6,zk138,BH08,234.402,695.424,499.305,442.502
Job_P023_R06.odb,23,6,zk104,BH09,286.261,668.745,499.627,443.7704
Job_P023_R06.odb,23,6,zk137,BH10,328.931,675.79,502.079,467.815
Job_P023_R06.odb,23,6,zk105,BH11,483.884,586.18,487.554,497.545
Job_P023_R06.odb,23,6,zk410,BH12,416.455,437.474,482.247,493.5352
Job_P023_R06.odb,23,6,zk106,BH13,552.478,475.648,474.773,483.0942
Job_P023_R06.odb,23,6,zk136,BH14,393.028,343.22,484.06,452.1549
Job_P023_R06.odb,23,6,zk107,BH15,446.731,266.563,485.742,455.2807
Job_P023_R06.odb,23,6,zk135,BH16,354.713,291.468,486.725,427.4436
Job_P023_R06.odb,23,6,zk134,BH17,312.24,229.995,489.426,438.2973
Job_P023_R06.odb,23,6,zk108,BH18,329.522,202.805,491.454,447.8579
Job_P023_R06.odb,23,6,zk133,BH19,245.013,207.144,486.842,432.4685
Job_P023_R06.odb,23,6,zk132,BH20,180.314,185.837,481.201,436.7835
Job_P023_R06.odb,23,6,zk109,BH21,166.718,120.398,482.295,438.3892
Job_P023_R06.odb,23,6,zk131,BH22,112.697,155.798,472.818,438.095
Job_P023_R06.odb,23,6,zk110,BH23,63.104,220.681,460.829,421.1097
Job_P023_R07.odb,23,7,zk101,BH01,-107.247,837.298,460.635,437.637
Job_P023_R07.odb,23,7,zk120,BH02,-79.056,786.162,460.024,421.5052
Job_P023_R07.odb,23,7,zk102,BH03,-1.701,784.3,474.041,433.554
Job_P023_R07.odb,23,7,zk141,BH04,42.002,755.685,478.786,437.1689
Job_P023_R07.odb,23,7,zk103,BH05,97.323,727.843,485.133,438.4975
Job_P023_R07.odb,23,7,zk140,BH06,103.815,241.402,466.707,443.2577
Job_P023_R07.odb,23,7,zk139,BH07,189.974,727.986,498.776,456.0599
Job_P023_R07.odb,23,7,zk138,BH08,234.402,695.424,499.305,439.6514
Job_P023_R07.odb,23,7,zk104,BH09,286.261,668.745,499.627,441.3162
Job_P023_R07.odb,23,7,zk137,BH10,328.931,675.79,502.079,466.9489
Job_P023_R07.odb,23,7,zk105,BH11,483.884,586.18,487.554,496.8811
Job_P023_R07.odb,23,7,zk410,BH12,416.455,437.474,482.247,492.3035
Job_P023_R07.odb,23,7,zk106,BH13,552.478,475.648,474.773,484.9442
Job_P023_R07.odb,23,7,zk136,BH14,393.028,343.22,484.06,451.683
Job_P023_R07.odb,23,7,zk107,BH15,446.731,266.563,485.742,456.0135
Job_P023_R07.odb,23,7,zk135,BH16,354.713,291.468,486.725,427.5448
Job_P023_R07.odb,23,7,zk134,BH17,312.24,229.995,489.426,435.6655
Job_P023_R07.odb,23,7,zk108,BH18,329.522,202.805,491.454,448.534
Job_P023_R07.odb,23,7,zk133,BH19,245.013,207.144,486.842,431.6503
Job_P023_R07.odb,23,7,zk132,BH20,180.314,185.837,481.201,436.5082
Job_P023_R07.odb,23,7,zk109,BH21,166.718,120.398,482.295,438.514
Job_P023_R07.odb,23,7,zk131,BH22,112.697,155.798,472.818,436.7115
Job_P023_R07.odb,23,7,zk110,BH23,63.104,220.681,460.829,422.6192
Job_P023_R08.odb,23,8,zk101,BH01,-107.247,837.298,460.635,438.7579
Job_P023_R08.odb,23,8,zk120,BH02,-79.056,786.162,460.024,422.1743
Job_P023_R08.odb,23,8,zk102,BH03,-1.701,784.3,474.041,433.77
Job_P023_R08.odb,23,8,zk141,BH04,42.002,755.685,478.786,437.6735
Job_P023_R08.odb,23,8,zk103,BH05,97.323,727.843,485.133,436.837
Job_P023_R08.odb,23,8,zk140,BH06,103.815,241.402,466.707,443.9001
Job_P023_R08.odb,23,8,zk139,BH07,189.974,727.986,498.776,453.6003
Job_P023_R08.odb,23,8,zk138,BH08,234.402,695.424,499.305,439.5692
Job_P023_R08.odb,23,8,zk104,BH09,286.261,668.745,499.627,439.8863
Job_P023_R08.odb,23,8,zk137,BH10,328.931,675.79,502.079,466.0096
Job_P023_R08.odb,23,8,zk105,BH11,483.884,586.18,487.554,496.8293
Job_P023_R08.odb,23,8,zk410,BH12,416.455,437.474,482.247,492.1125
Job_P023_R08.odb,23,8,zk106,BH13,552.478,475.648,474.773,486.1016
Job_P023_R08.odb,23,8,zk136,BH14,393.028,343.22,484.06,452.6378
Job_P023_R08.odb,23,8,zk107,BH15,446.731,266.563,485.742,457.4838
Job_P023_R08.odb,23,8,zk135,BH16,354.713,291.468,486.725,426.9858
Job_P023_R08.odb,23,8,zk134,BH17,312.24,229.995,489.426,437.7178
Job_P023_R08.odb,23,8,zk108,BH18,329.522,202.805,491.454,446.8416
Job_P023_R08.odb,23,8,zk133,BH19,245.013,207.144,486.842,430.3793
Job_P023_R08.odb,23,8,zk132,BH20,180.314,185.837,481.201,435.1657
Job_P023_R08.odb,23,8,zk109,BH21,166.718,120.398,482.295,438.0239
Job_P023_R08.odb,23,8,zk131,BH22,112.697,155.798,472.818,437.6432
Job_P023_R08.odb,23,8,zk110,BH23,63.104,220.681,460.829,423.1817
Job_P023_R09.odb,23,9,zk101,BH01,-107.247,837.298,460.635,437.7773
Job_P023_R09.odb,23,9,zk120,BH02,-79.056,786.162,460.024,421.6937
Job_P023_R09.odb,23,9,zk102,BH03,-1.701,784.3,474.041,433.0246
Job_P023_R09.odb,23,9,zk141,BH04,42.002,755.685,478.786,437.5002
Job_P023_R09.odb,23,9,zk103,BH05,97.323,727.843,485.133,439.9432
Job_P023_R09.odb,23,9,zk140,BH06,103.815,241.402,466.707,443.6563
Job_P023_R09.odb,23,9,zk139,BH07,189.974,727.986,498.776,456.6949
Job_P023_R09.odb,23,9,zk138,BH08,234.402,695.424,499.305,441.698
Job_P023_R09.odb,23,9,zk104,BH09,286.261,668.745,499.627,441.4932
Job_P023_R09.odb,23,9,zk137,BH10,328.931,675.79,502.079,465.2181
Job_P023_R09.odb,23,9,zk105,BH11,483.884,586.18,487.554,496.7112
Job_P023_R09.odb,23,9,zk410,BH12,416.455,437.474,482.247,492.0332
Job_P023_R09.odb,23,9,zk106,BH13,552.478,475.648,474.773,485.9985
Job_P023_R09.odb,23,9,zk136,BH14,393.028,343.22,484.06,450.572
Job_P023_R09.odb,23,9,zk107,BH15,446.731,266.563,485.742,455.3733
Job_P023_R09.odb,23,9,zk135,BH16,354.713,291.468,486.725,424.9526
Job_P023_R09.odb,23,9,zk134,BH17,312.24,229.995,489.426,435.5603
Job_P023_R09.odb,23,9,zk108,BH18,329.522,202.805,491.454,445.3585
Job_P023_R09.odb,23,9,zk133,BH19,245.013,207.144,486.842,430.6173
Job_P023_R09.odb,23,9,zk132,BH20,180.314,185.837,481.201,436.8348
Job_P023_R09.odb,23,9,zk109,BH21,166.718,120.398,482.295,438.1933
Job_P023_R09.odb,23,9,zk131,BH22,112.697,155.798,472.818,439.844
Job_P023_R09.odb,23,9,zk110,BH23,63.104,220.681,460.829,422.501
Job_P023_R10.odb,23,10,zk101,BH01,-107.247,837.298,460.635,441.6997
Job_P023_R10.odb,23,10,zk120,BH02,-79.056,786.162,460.024,424.9729
Job_P023_R10.odb,23,10,zk102,BH03,-1.701,784.3,474.041,431.869
Job_P023_R10.odb,23,10,zk141,BH04,42.002,755.685,478.786,436.7031
Job_P023_R10.odb,23,10,zk103,BH05,97.323,727.843,485.133,435.4081
Job_P023_R10.odb,23,10,zk140,BH06,103.815,241.402,466.707,440.8209
Job_P023_R10.odb,23,10,zk139,BH07,189.974,727.986,498.776,451.2996
Job_P023_R10.odb,23,10,zk138,BH08,234.402,695.424,499.305,438.3063
Job_P023_R10.odb,23,10,zk104,BH09,286.261,668.745,499.627,439.763
Job_P023_R10.odb,23,10,zk137,BH10,328.931,675.79,502.079,465.553
Job_P023_R10.odb,23,10,zk105,BH11,483.884,586.18,487.554,501.1256
Job_P023_R10.odb,23,10,zk410,BH12,416.455,437.474,482.247,495.4206
Job_P023_R10.odb,23,10,zk106,BH13,552.478,475.648,474.773,487.9757
Job_P023_R10.odb,23,10,zk136,BH14,393.028,343.22,484.06,454.3082
Job_P023_R10.odb,23,10,zk107,BH15,446.731,266.563,485.742,459.8704
Job_P023_R10.odb,23,10,zk135,BH16,354.713,291.468,486.725,428.821
Job_P023_R10.odb,23,10,zk134,BH17,312.24,229.995,489.426,435.6668
Job_P023_R10.odb,23,10,zk108,BH18,329.522,202.805,491.454,447.0097
Job_P023_R10.odb,23,10,zk133,BH19,245.013,207.144,486.842,427.2289
Job_P023_R10.odb,23,10,zk132,BH20,180.314,185.837,481.201,433.2082
Job_P023_R10.odb,23,10,zk109,BH21,166.718,120.398,482.295,435.3823
Job_P023_R10.odb,23,10,zk131,BH22,112.697,155.798,472.818,435.493
Job_P023_R10.odb,23,10,zk110,BH23,63.104,220.681,460.829,422.1666
Job_P023_R11.odb,23,11,zk101,BH01,-107.247,837.298,460.635,440.0503
Job_P023_R11.odb,23,11,zk120,BH02,-79.056,786.162,460.024,424.0635
Job_P023_R11.odb,23,11,zk102,BH03,-1.701,784.3,474.041,435.9633
Job_P023_R11.odb,23,11,zk141,BH04,42.002,755.685,478.786,439.8629
Job_P023_R11.odb,23,11,zk103,BH05,97.323,727.843,485.133,438.1759
Job_P023_R11.odb,23,11,zk140,BH06,103.815,241.402,466.707,442.8809
Job_P023_R11.odb,23,11,zk139,BH07,189.974,727.986,498.776,455.3654
Job_P023_R11.odb,23,11,zk138,BH08,234.402,695.424,499.305,439.6034
Job_P023_R11.odb,23,11,zk104,BH09,286.261,668.745,499.627,439.7977
Job_P023_R11.odb,23,11,zk137,BH10,328.931,675.79,502.079,465.2244
Job_P023_R11.odb,23,11,zk105,BH11,483.884,586.18,487.554,497.9512
Job_P023_R11.odb,23,11,zk410,BH12,416.455,437.474,482.247,491.9803
Job_P023_R11.odb,23,11,zk106,BH13,552.478,475.648,474.773,486.6908
Job_P023_R11.odb,23,11,zk136,BH14,393.028,343.22,484.06,449.9305
Job_P023_R11.odb,23,11,zk107,BH15,446.731,266.563,485.742,456.368
Job_P023_R11.odb,23,11,zk135,BH16,354.713,291.468,486.725,424.7619
Job_P023_R11.odb,23,11,zk134,BH17,312.24,229.995,489.426,434.1259
