odb_file,param_group,realization,borehole,borehole_id,target_x,target_y,node_z,calculated_head
Job_P016_R11.odb,16,11,zk139,BH07,189.974,727.986,498.776,459.0605
Job_P016_R11.odb,16,11,zk138,BH08,234.402,695.424,499.305,445.0396
Job_P016_R11.odb,16,11,zk104,BH09,286.261,668.745,499.627,445.1082
Job_P016_R11.odb,16,11,zk137,BH10,328.931,675.79,502.079,471.4969
Job_P016_R11.odb,16,11,zk105,BH11,483.884,586.18,487.554,503.7705
Job_P016_R11.odb,16,11,zk410,BH12,416.455,437.474,482.247,498.6535
Job_P016_R11.odb,16,11,zk106,BH13,552.478,475.648,474.773,491.9625
Job_P016_R11.odb,16,11,zk136,BH14,393.028,343.22,484.06,456.556
Job_P016_R11.odb,16,11,zk107,BH15,446.731,266.563,485.742,462.1062
Job_P016_R11.odb,16,11,zk135,BH16,354.713,291.468,486.725,429.7288
Job_P016_R11.odb,16,11,zk134,BH17,312.24,229.995,489.426,439.7691
Job_P016_R11.odb,16,11,zk108,BH18,329.522,202.805,491.454,450.9063
Job_P016_R11.odb,16,11,zk133,BH19,245.013,207.144,486.842,433.4025
Job_P016_R11.odb,16,11,zk132,BH20,180.314,185.837,481.201,438.8323
Job_P016_R11.odb,16,11,zk109,BH21,166.718,120.398,482.295,441.0215
Job_P016_R11.odb,16,11,zk131,BH22,112.697,155.798,472.818,441.1062
Job_P016_R11.odb,16,11,zk110,BH23,63.104,220.681,460.829,425.6789
Job_P016_R12.odb,16,12,zk101,BH01,-107.247,837.298,460.635,446.3475
Job_P016_R12.odb,16,12,zk120,BH02,-79.056,786.162,460.024,430.2242
Job_P016_R12.odb,16,12,zk102,BH03,-1.701,784.3,474.041,440.9184
Job_P016_R12.odb,16,12,zk141,BH04,42.002,755.685,478.786,443.3977
Job_P016_R12.odb,16,12,zk103,BH05,97.323,727.843,485.133,442.8495
Job_P016_R12.odb,16,12,zk140,BH06,103.815,241.402,466.707,445.9855
Job_P016_R12.odb,16,12,zk139,BH07,189.974,727.986,498.776,459.8717
Job_P016_R12.odb,16,12,zk138,BH08,234.402,695.424,499.305,444.4181
Job_P016_R12.odb,16,12,zk104,BH09,286.261,668.745,499.627,445.1544
Job_P016_R12.odb,16,12,zk137,BH10,328.931,675.79,502.079,470.3402
Job_P016_R12.odb,16,12,zk105,BH11,483.884,586.18,487.554,503.632
Job_P016_R12.odb,16,12,zk410,BH12,416.455,437.474,482.247,497.5262
Job_P016_R12.odb,16,12,zk106,BH13,552.478,475.648,474.773,492.0602
Job_P016_R12.odb,16,12,zk136,BH14,393.028,343.22,484.06,455.785
Job_P016_R12.odb,16,12,zk107,BH15,446.731,266.563,485.742,462.9374
Job_P016_R12.odb,16,12,zk135,BH16,354.713,291.468,486.725,430.5924
Job_P016_R12.odb,16,12,zk134,BH17,312.24,229.995,489.426,439.3414
Job_P016_R12.odb,16,12,zk108,BH18,329.522,202.805,491.454,450.3245
Job_P016_R12.odb,16,12,zk133,BH19,245.013,207.144,486.842,433.1588
Job_P016_R12.odb,16,12,zk132,BH20,180.314,185.837,481.201,439.6023
Job_P016_R12.odb,16,12,zk109,BH21,166.718,120.398,482.295,441.4872
Job_P016_R12.odb,16,12,zk131,BH22,112.697,155.798,472.818,441.0868
Job_P016_R12.odb,16,12,zk110,BH23,63.104,220.681,460.829,425.9075
Job_P016_R13.odb,16,13,zk101,BH01,-107.247,837.298,460.635,446.6318
Job_P016_R13.odb,16,13,zk120,BH02,-79.056,786.162,460.024,428.839
Job_P016_R13.odb,16,13,zk102,BH03,-1.701,784.3,474.041,438.1468
Job_P016_R13.odb,16,13,zk141,BH04,42.002,755.685,478.786,441.3321
Job_P016_R13.odb,16,13,zk103,BH05,97.323,727.843,485.133,440.0928
Job_P016_R13.odb,16,13,zk140,BH06,103.815,241.402,466.707,443.4185
Job_P016_R13.odb,16,13,zk139,BH07,189.974,727.986,498.776,459.1142
Job_P016_R13.odb,16,13,zk138,BH08,234.402,695.424,499.305,445.554
Job_P016_R13.odb,16,13,zk104,BH09,286.261,668.745,499.627,446.9949
Job_P016_R13.odb,16,13,zk137,BH10,328.931,675.79,502.079,473.521
Job_P016_R13.odb,16,13,zk105,BH11,483.884,586.18,487.554,504.9292
Job_P016_R13.odb,16,13,zk410,BH12,416.455,437.474,482.247,500.5217
Job_P016_R13.odb,16,13,zk106,BH13,552.478,475.648,474.773,491.7912
Job_P016_R13.odb,16,13,zk136,BH14,393.028,343.22,484.06,458.851
Job_P016_R13.odb,16,13,zk107,BH15,446.731,266.563,485.742,464.94
Job_P016_R13.odb,16,13,zk135,BH16,354.713,291.468,486.725,433.0889
Job_P016_R13.odb,16,13,zk134,BH17,312.24,229.995,489.426,442.1352
Job_P016_R13.odb,16,13,zk108,BH18,329.522,202.805,491.454,454.3788
Job_P016_R13.odb,16,13,zk133,BH19,245.013,207.144,486.842,434.2111
Job_P016_R13.odb,16,13,zk132,BH20,180.314,185.837,481.201,438.3239
Job_P016_R13.odb,16,13,zk109,BH21,166.718,120.398,482.295,440.2102
Job_P016_R13.odb,16,13,zk131,BH22,112.697,155.798,472.818,438.5476
Job_P016_R13.odb,16,13,zk110,BH23,63.104,220.681,460.829,422.3948
Job_P016_R14.odb,16,14,zk101,BH01,-107.247,837.298,460.635,445.3704
Job_P016_R14.odb,16,14,zk120,BH02,-79.056,786.162,460.024,428.6592
Job_P016_R14.odb,16,14,zk102,BH03,-1.701,784.3,474.041,439.7193
Job_P016_R14.odb,16,14,zk141,BH04,42.002,755.685,478.786,442.323
Job_P016_R14.odb,16,14,zk103,BH05,97.323,727.843,485.133,441.6601
Job_P016_R14.odb,16,14,zk140,BH06,103.815,241.402,466.707,445.4031
Job_P016_R14.odb,16,14,zk139,BH07,189.974,727.986,498.776,458.9317
Job_P016_R14.odb,16,14,zk138,BH08,234.402,695.424,499.305,443.7177
Job_P016_R14.odb,16,14,zk104,BH09,286.261,668.745,499.627,443.5076
Job_P016_R14.odb,16,14,zk137,BH10,328.931,675.79,502.079,470.3176
Job_P016_R14.odb,16,14,zk105,BH11,483.884,586.18,487.554,503.2828
Job_P016_R14.odb,16,14,zk410,BH12,416.455,437.474,482.247,499.1784
Job_P016_R14.odb,16,14,zk106,BH13,552.478,475.648,474.773,492.5822
Job_P016_R14.odb,16,14,zk136,BH14,393.028,343.22,484.06,457.8566
Job_P016_R14.odb,16,14,zk107,BH15,446.731,266.563,485.742,463.3644
Job_P016_R14.odb,16,14,zk135,BH16,354.713,291.468,486.725,432.0498
Job_P016_R14.odb,16,14,zk134,BH17,312.24,229.995,489.426,440.6331
Job_P016_R14.odb,16,14,zk108,BH18,329.522,202.805,491.454,451.2255
Job_P016_R14.odb,16,14,zk133,BH19,245.013,207.144,486.842,433.923
Job_P016_R14.odb,16,14,zk132,BH20,180.314,185.837,481.201,439.1673
Job_P016_R14.odb,16,14,zk109,BH21,166.718,120.398,482.295,440.7144
Job_P016_R14.odb,16,14,zk131,BH22,112.697,155.798,472.818,440.156
Job_P016_R14.odb,16,14,zk110,BH23,63.104,220.681,460.829,426.2603
Job_P016_R15.odb,16,15,zk101,BH01,-107.247,837.298,460.635,446.5467
Job_P016_R15.odb,16,15,zk120,BH02,-79.056,786.162,460.024,430.4749
Job_P016_R15.odb,16,15,zk102,BH03,-1.701,784.3,474.041,441.1253
Job_P016_R15.odb,16,15,zk141,BH04,42.002,755.685,478.786,444.7001
Job_P016_R15.odb,16,15,zk103,BH05,97.323,727.843,485.133,442.9846
Job_P016_R15.odb,16,15,zk140,BH06,103.815,241.402,466.707,446.5541
Job_P016_R15.odb,16,15,zk139,BH07,189.974,727.986,498.776,457.5511
Job_P016_R15.odb,16,15,zk138,BH08,234.402,695.424,499.305,441.6748
Job_P016_R15.odb,16,15,zk104,BH09,286.261,668.745,499.627,440.5903
Job_P016_R15.odb,16,15,zk137,BH10,328.931,675.79,502.079,467.1535
Job_P016_R15.odb,16,15,zk105,BH11,483.884,586.18,487.554,503.3859
Job_P016_R15.odb,16,15,zk410,BH12,416.455,437.474,482.247,497.5859
Job_P016_R15.odb,16,15,zk106,BH13,552.478,475.648,474.773,494.5268
Job_P016_R15.odb,16,15,zk136,BH14,393.028,343.22,484.06,454.8876
Job_P016_R15.odb,16,15,zk107,BH15,446.731,266.563,485.742,462.2385
Job_P016_R15.odb,16,15,zk135,BH16,354.713,291.468,486.725,429.6097
Job_P016_R15.odb,16,15,zk134,BH17,312.24,229.995,489.426,437.5983
Job_P016_R15.odb,16,15,zk108,BH18,329.522,202.805,491.454,448.9024
Job_P016_R15.odb,16,15,zk133,BH19,245.013,207.144,486.842,431.0976
Job_P016_R15.odb,16,15,zk132,BH20,180.314,185.837,481.201,438.0053
Job_P016_R15.odb,16,15,zk109,BH21,166.718,120.398,482.295,440.8746
Job_P016_R15.odb,16,15,zk131,BH22,112.697,155.798,472.818,440.809
Job_P016_R15.odb,16,15,zk110,BH23,63.104,220.681,460.829,427.1902
Job_P016_R16.odb,16,16,zk101,BH01,-107.247,837.298,460.635,444.1954
Job_P016_R16.odb,16,16,zk120,BH02,-79.056,786.162,460.024,427.4661
Job_P016_R16.odb,16,16,zk102,BH03,-1.701,784.3,474.041,437.771
Job_P016_R16.odb,16,16,zk141,BH04,42.002,755.685,478.786,441.443
Job_P016_R16.odb,16,16,zk103,BH05,97.323,727.843,485.133,440.789
Job_P016_R16.odb,16,16,zk140,BH06,103.815,241.402,466.707,446.2158
Job_P016_R16.odb,16,16,zk139,BH07,189.974,727.986,498.776,457.3967
Job_P016_R16.odb,16,16,zk138,BH08,234.402,695.424,499.305,442.4012
Job_P016_R16.odb,16,16,zk104,BH09,286.261,668.745,499.627,443.4807
Job_P016_R16.odb,16,16,zk137,BH10,328.931,675.79,502.079,469.0426
Job_P016_R16.odb,16,16,zk105,BH11,483.884,586.18,487.554,503.3728
Job_P016_R16.odb,16,16,zk410,BH12,416.455,437.474,482.247,500.6112
Job_P016_R16.odb,16,16,zk106,BH13,552.478,475.648,474.773,493.4814
Job_P016_R16.odb,16,16,zk136,BH14,393.028,343.22,484.06,458.2614
Job_P016_R16.odb,16,16,zk107,BH15,446.731,266.563,485.742,463.5194
Job_P016_R16.odb,16,16,zk135,BH16,354.713,291.468,486.725,432.45
Job_P016_R16.odb,16,16,zk134,BH17,312.24,229.995,489.426,439.8595
Job_P016_R16.odb,16,16,zk108,BH18,329.522,202.805,491.454,450.637
Job_P016_R16.odb,16,16,zk133,BH19,245.013,207.144,486.842,433.1708
Job_P016_R16.odb,16,16,zk132,BH20,180.314,185.837,481.201,438.1435
Job_P016_R16.odb,16,16,zk109,BH21,166.718,120.398,482.295,439.594
Job_P016_R16.odb,16,16,zk131,BH22,112.697,155.798,472.818,439.5921
Job_P016_R16.odb,16,16,zk110,BH23,63.104,220.681,460.829,426.0362
Job_P016_R17.odb,16,17,zk101,BH01,-107.247,837.298,460.635,445.3056
Job_P016_R17.odb,16,17,zk120,BH02,-79.056,786.162,460.024,428.3028
Job_P016_R17.odb,16,17,zk102,BH03,-1.701,784.3,474.041,439.0356
Job_P016_R17.odb,16,17,zk141,BH04,42.002,755.685,478.786,443.2462
Job_P016_R17.odb,16,17,zk103,BH05,97.323,727.843,485.133,442.3218
Job_P016_R17.odb,16,17,zk140,BH06,103.815,241.402,466.707,446.4054
Job_P016_R17.odb,16,17,zk139,BH07,189.974,727.986,498.776,461.1078
Job_P016_R17.odb,16,17,zk138,BH08,234.402,695.424,499.305,445.3582
Job_P016_R17.odb,16,17,zk104,BH09,286.261,668.745,499.627,445.4382
Job_P016_R17.odb,16,17,zk137,BH10,328.931,675.79,502.079,471.8146
Job_P016_R17.odb,16,17,zk105,BH11,483.884,586.18,487.554,502.1707
Job_P016_R17.odb,16,17,zk410,BH12,416.455,437.474,482.247,497.6774
Job_P016_R17.odb,16,17,zk106,BH13,552.478,475.648,474.773,489.2692
Job_P016_R17.odb,16,17,zk136,BH14,393.028,343.22,484.06,456.9146
Job_P016_R17.odb,16,17,zk107,BH15,446.731,266.563,485.742,463.8157
Job_P016_R17.odb,16,17,zk135,BH16,354.713,291.468,486.725,431.8499
Job_P016_R17.odb,16,17,zk134,BH17,312.24,229.995,489.426,442.4646
Job_P016_R17.odb,16,17,zk108,BH18,329.522,202.805,491.454,453.2027
Job_P016_R17.odb,16,17,zk133,BH19,245.013,207.144,486.842,435.7857
Job_P016_R17.odb,16,17,zk132,BH20,180.314,185.837,481.201,441.6769
Job_P016_R17.odb,16,17,zk109,BH21,166.718,120.398,482.295,443.7709
Job_P016_R17.odb,16,17,zk131,BH22,112.697,155.798,472.818,441.2954
Job_P016_R17.odb,16,17,zk110,BH23,63.104,220.681,460.829,425.2478
Job_P016_R18.odb,16,18,zk101,BH01,-107.247,837.298,460.635,446.7141
Job_P016_R18.odb,16,18,zk120,BH02,-79.056,786.162,460.024,429.7917
Job_P016_R18.odb,16,18,zk102,BH03,-1.701,784.3,474.041,440.6501
Job_P016_R18.odb,16,18,zk141,BH04,42.002,755.685,478.786,443.7165
Job_P016_R18.odb,16,18,zk103,BH05,97.323,727.843,485.133,441.8741
Job_P016_R18.odb,16,18,zk140,BH06,103.815,241.402,466.707,445.952
Job_P016_R18.odb,16,18,zk139,BH07,189.974,727.986,498.776,459.5555
Job_P016_R18.odb,16,18,zk138,BH08,234.402,695.424,499.305,445.508
Job_P016_R18.odb,16,18,zk104,BH09,286.261,668.745,499.627,444.8462
Job_P016_R18.odb,16,18,zk137,BH10,328.931,675.79,502.079,471.1606
Job_P016_R18.odb,16,18,zk105,BH11,483.884,586.18,487.554,502.7372
Job_P016_R18.odb,16,18,zk410,BH12,416.455,437.474,482.247,497.7193
Job_P016_R18.odb,16,18,zk106,BH13,552.478,475.648,474.773,492.1355
Job_P016_R18.odb,16,18,zk136,BH14,393.028,343.22,484.06,457.0446
Job_P016_R18.odb,16,18,zk107,BH15,446.731,266.563,485.742,463.0498
Job_P016_R18.odb,16,18,zk135,BH16,354.713,291.468,486.725,432.1824
Job_P016_R18.odb,16,18,zk134,BH17,312.24,229.995,489.426,441.0668
Job_P016_R18.odb,16,18,zk108,BH18,329.522,202.805,491.454,452.2628
Job_P016_R18.odb,16,18,zk133,BH19,245.013,207.144,486.842,434.5054
Job_P016_R18.odb,16,18,zk132,BH20,180.314,185.837,481.201,440.2253
Job_P016_R18.odb,16,18,zk109,BH21,166.718,120.398,482.295,442.1529
Job_P016_R18.odb,16,18,zk131,BH22,112.697,155.798,472.818,441.6139
Job_P016_R18.odb,16,18,zk110,BH23,63.104,220.681,460.829,426.7842
Job_P016_R19.odb,16,19,zk101,BH01,-107.247,837.298,460.635,445.9269
Job_P016_R19.odb,16,19,zk120,BH02,-79.056,786.162,460.024,427.4979
Job_P016_R19.odb,16,19,zk102,BH03,-1.701,784.3,474.041,438.6864
Job_P016_R19.odb,16,19,zk141,BH04,42.002,755.685,478.786,442.9582
Job_P016_R19.odb,16,19,zk103,BH05,97.323,727.843,485.133,442.6737
Job_P016_R19.odb,16,19,zk140,BH06,103.815,241.402,466.707,447.9986
Job_P016_R19.odb,16,19,zk139,BH07,189.974,727.986,498.776,459.8161
Job_P016_R19.odb,16,19,zk138,BH08,234.402,695.424,499.305,444.8547
Job_P016_R19.odb,16,19,zk104,BH09,286.261,668.745,499.627,445.3301
Job_P016_R19.odb,16,19,zk137,BH10,328.931,675.79,502.079,471.0785
Job_P016_R19.odb,16,19,zk105,BH11,483.884,586.18,487.554,502.0772
Job_P016_R19.odb,16,19,zk410,BH12,416.455,437.474,482.247,497.433
Job_P016_R19.odb,16,19,zk106,BH13,552.478,475.648,474.773,490.223
Job_P016_R19.odb,16,19,zk136,BH14,393.028,343.22,484.06,456.4681
Job_P016_R19.odb,16,19,zk107,BH15,446.731,266.563,485.742,462.7964
Job_P016_R19.odb,16,19,zk135,BH16,354.713,291.468,486.725,431.2475
Job_P016_R19.odb,16,19,zk134,BH17,312.24,229.995,489.426,440.9744
Job_P016_R19.odb,16,19,zk108,BH18,329.522,202.805,491.454,452.4241
Job_P016_R19.odb,16,19,zk133,BH19,245.013,207.144,486.842,435.0588
Job_P016_R19.odb,16,19,zk132,BH20,180.314,185.837,481.201,442.2767
Job_P016_R19.odb,16,19,zk109,BH21,166.718,120.398,482.295,441.9374
Job_P016_R19.odb,16,19,zk131,BH22,112.697,155.798,472.818,441.9596
Job_P016_R19.odb,16,19,zk110,BH23,63.104,220.681,460.829,426.6547
Job_P016_R20.odb,16,20,zk101,BH01,-107.247,837.298,460.635,450.2279
Job_P016_R20.odb,16,20,zk120,BH02,-79.056,786.162,460.024,431.1107
Job_P016_R20.odb,16,20,zk102,BH03,-1.701,784.3,474.041,441.4278
Job_P016_R20.odb,16,20,zk141,BH04,42.002,755.685,478.786,443.9121
Job_P016_R20.odb,16,20,zk103,BH05,97.323,727.843,485.133,441.5835
Job_P016_R20.odb,16,20,zk140,BH06,103.815,241.402,466.707,446.4858
Job_P016_R20.odb,16,20,zk139,BH07,189.974,727.986,498.776,457.8736
Job_P016_R20.odb,16,20,zk138,BH08,234.402,695.424,499.305,441.8001
Job_P016_R20.odb,16,20,zk104,BH09,286.261,668.745,499.627,442.9644
Job_P016_R20.odb,16,20,zk137,BH10,328.931,675.79,502.079,469.2357
Job_P016_R20.odb,16,20,zk105,BH11,483.884,586.18,487.554,503.9924
Job_P016_R20.odb,16,20,zk410,BH12,416.455,437.474,482.247,497.6758
Job_P016_R20.odb,16,20,zk106,BH13,552.478,475.648,474.773,492.2604
Job_P016_R20.odb,16,20,zk136,BH14,393.028,343.22,484.06,457.144
Job_P016_R20.odb,16,20,zk107,BH15,446.731,266.563,485.742,465.6861
Job_P016_R20.odb,16,20,zk135,BH16,354.713,291.468,486.725,432.143
Job_P016_R20.odb,16,20,zk134,BH17,312.24,229.995,489.426,440.3656
Job_P016_R20.odb,16,20,zk108,BH18,329.522,202.805,491.454,452.4512
Job_P016_R20.odb,16,20,zk133,BH19,245.013,207.144,486.842,433.4425
Job_P016_R20.odb,16,20,zk132,BH20,180.314,185.837,481.201,438.9858
Job_P016_R20.odb,16,20,zk109,BH21,166.718,120.398,482.295,440.8335
Job_P016_R20.odb,16,20,zk131,BH22,112.697,155.798,472.818,441.8761
Job_P016_R20.odb,16,20,zk110,BH23,63.104,220.681,460.829,426.6758
Job_P017_R01.odb,17,1,zk101,BH01,-107.247,837.298,460.635,448.5597
Job_P017_R01.odb,17,1,zk120,BH02,-79.056,786.162,460.024,431.0707
Job_P017_R01.odb,17,1,zk102,BH03,-1.701,784.3,474.041,442.2528
Job_P017_R01.odb,17,1,zk141,BH04,42.002,755.685,478.786,446.2184
Job_P017_R01.odb,17,1,zk103,BH05,97.323,727.843,485.133,444.427
Job_P017_R01.odb,17,1,zk140,BH06,103.815,241.402,466.707,447.8324
Job_P017_R01.odb,17,1,zk139,BH07,189.974,727.986,498.776,460.1479
Job_P017_R01.odb,17,1,zk138,BH08,234.402,695.424,499.305,445.4697
Job_P017_R01.odb,17,1,zk104,BH09,286.261,668.745,499.627,445.5295
Job_P017_R01.odb,17,1,zk137,BH10,328.931,675.79,502.079,471.4254
Job_P017_R01.odb,17,1,zk105,BH11,483.884,586.18,487.554,505.1303
Job_P017_R01.odb,17,1,zk410,BH12,416.455,437.474,482.247,499.5273
Job_P017_R01.odb,17,1,zk106,BH13,552.478,475.648,474.773,494.7189
Job_P017_R01.odb,17,1,zk136,BH14,393.028,343.22,484.06,458.2925
Job_P017_R01.odb,17,1,zk107,BH15,446.731,266.563,485.742,465.5369
Job_P017_R01.odb,17,1,zk135,BH16,354.713,291.468,486.725,433.0219
Job_P017_R01.odb,17,1,zk134,BH17,312.24,229.995,489.426,442.2622
Job_P017_R01.odb,17,1,zk108,BH18,329.522,202.805,491.454,453.4732
Job_P017_R01.odb,17,1,zk133,BH19,245.013,207.144,486.842,434.9579
Job_P017_R01.odb,17,1,zk132,BH20,180.314,185.837,481.201,440.5238
Job_P017_R01.odb,17,1,zk109,BH21,166.718,120.398,482.295,442.6136
Job_P017_R01.odb,17,1,zk131,BH22,112.697,155.798,472.818,441.8625
Job_P017_R01.odb,17,1,zk110,BH23,63.104,220.681,460.829,427.4169
Job_P017_R02.odb,17,2,zk101,BH01,-107.247,837.298,460.635,447.4923
Job_P017_R02.odb,17,2,zk120,BH02,-79.056,786.162,460.024,429.8138
Job_P017_R02.odb,17,2,zk102,BH03,-1.701,784.3,474.041,440.7701
Job_P017_R02.odb,17,2,zk141,BH04,42.002,755.685,478.786,443.9169
Job_P017_R02.odb,17,2,zk103,BH05,97.323,727.843,485.133,443.1467
Job_P017_R02.odb,17,2,zk140,BH06,103.815,241.402,466.707,447.1136
Job_P017_R02.odb,17,2,zk139,BH07,189.974,727.986,498.776,460.6167
Job_P017_R02.odb,17,2,zk138,BH08,234.402,695.424,499.305,445.7741
Job_P017_R02.odb,17,2,zk104,BH09,286.261,668.745,499.627,446.2528
Job_P017_R02.odb,17,2,zk137,BH10,328.931,675.79,502.079,473.1649
Job_P017_R02.odb,17,2,zk105,BH11,483.884,586.18,487.554,505.7953
Job_P017_R02.odb,17,2,zk410,BH12,416.455,437.474,482.247,501.3618
Job_P017_R02.odb,17,2,zk106,BH13,552.478,475.648,474.773,493.9985
Job_P017_R02.odb,17,2,zk136,BH14,393.028,343.22,484.06,459.2276
Job_P017_R02.odb,17,2,zk107,BH15,446.731,266.563,485.742,467.0925
Job_P017_R02.odb,17,2,zk135,BH16,354.713,291.468,486.725,434.933
Job_P017_R02.odb,17,2,zk134,BH17,312.24,229.995,489.426,443.2617
Job_P017_R02.odb,17,2,zk108,BH18,329.522,202.805,491.454,454.2506
Job_P017_R02.odb,17,2,zk133,BH19,245.013,207.144,486.842,435.9376
Job_P017_R02.odb,17,2,zk132,BH20,180.314,185.837,481.201,440.3333
Job_P017_R02.odb,17,2,zk109,BH21,166.718,120.398,482.295,442.298
Job_P017_R02.odb,17,2,zk131,BH22,112.697,155.798,472.818,441.2582
Job_P017_R02.odb,17,2,zk110,BH23,63.104,220.681,460.829,425.679
Job_P017_R03.odb,17,3,zk101,BH01,-107.247,837.298,460.635,445.6102
Job_P017_R03.odb,17,3,zk120,BH02,-79.056,786.162,460.024,428.2449
Job_P017_R03.odb,17,3,zk102,BH03,-1.701,784.3,474.041,439.7061
Job_P017_R03.odb,17,3,zk141,BH04,42.002,755.685,478.786,443.121
Job_P017_R03.odb,17,3,zk103,BH05,97.323,727.843,485.133,442.965
Job_P017_R03.odb,17,3,zk140,BH06,103.815,241.402,466.707,445.0031
Job_P017_R03.odb,17,3,zk139,BH07,189.974,727.986,498.776,460.6485
Job_P017_R03.odb,17,3,zk138,BH08,234.402,695.424,499.305,446.5125
Job_P017_R03.odb,17,3,zk104,BH09,286.261,668.745,499.627,447.5948
Job_P017_R03.odb,17,3,zk137,BH10,328.931,675.79,502.079,473.2002
Job_P017_R03.odb,17,3,zk105,BH11,483.884,586.18,487.554,507.4319
Job_P017_R03.odb,17,3,zk410,BH12,416.455,437.474,482.247,502.3466
Job_P017_R03.odb,17,3,zk106,BH13,552.478,475.648,474.773,496.3186
Job_P017_R03.odb,17,3,zk136,BH14,393.028,343.22,484.06,459.5129
Job_P017_R03.odb,17,3,zk107,BH15,446.731,266.563,485.742,465.0249
Job_P017_R03.odb,17,3,zk135,BH16,354.713,291.468,486.725,433.4422
Job_P017_R03.odb,17,3,zk134,BH17,312.24,229.995,489.426,440.776
Job_P017_R03.odb,17,3,zk108,BH18,329.522,202.805,491.454,451.8191
Job_P017_R03.odb,17,3,zk133,BH19,245.013,207.144,486.842,433.5725
Job_P017_R03.odb,17,3,zk132,BH20,180.314,185.837,481.201,438.5708
Job_P017_R03.odb,17,3,zk109,BH21,166.718,120.398,482.295,440.1038
Job_P017_R03.odb,17,3,zk131,BH22,112.697,155.798,472.818,439.3017
Job_P017_R03.odb,17,3,zk110,BH23,63.104,220.681,460.829,423.8014
Job_P017_R04.odb,17,4,zk101,BH01,-107.247,837.298,460.635,446.7135
Job_P017_R04.odb,17,4,zk120,BH02,-79.056,786.162,460.024,429.9041
Job_P017_R04.odb,17,4,zk102,BH03,-1.701,784.3,474.041,440.6519
Job_P017_R04.odb,17,4,zk141,BH04,42.002,755.685,478.786,443.8396
Job_P017_R04.odb,17,4,zk103,BH05,97.323,727.843,485.133,443.0354
Job_P017_R04.odb,17,4,zk140,BH06,103.815,241.402,466.707,446.2212
Job_P017_R04.odb,17,4,zk139,BH07,189.974,727.986,498.776,460.8281
Job_P017_R04.odb,17,4,zk138,BH08,234.402,695.424,499.305,446.1798
Job_P017_R04.odb,17,4,zk104,BH09,286.261,668.745,499.627,447.5579
Job_P017_R04.odb,17,4,zk137,BH10,328.931,675.79,502.079,473.32
Job_P017_R04.odb,17,4,zk105,BH11,483.884,586.18,487.554,505.6814
Job_P017_R04.odb,17,4,zk410,BH12,416.455,437.474,482.247,501.4009
Job_P017_R04.odb,17,4,zk106,BH13,552.478,475.648,474.773,494.1827
Job_P017_R04.odb,17,4,zk136,BH14,393.028,343.22,484.06,459.4285
Job_P017_R04.odb,17,4,zk107,BH15,446.731,266.563,485.742,466.8966
Job_P017_R04.odb,17,4,zk135,BH16,354.713,291.468,486.725,433.8895
Job_P017_R04.odb,17,4,zk134,BH17,312.24,229.995,489.426,442.4895
Job_P017_R04.odb,17,4,zk108,BH18,329.522,202.805,491.454,454.0672
Job_P017_R04.odb,17,4,zk133,BH19,245.013,207.144,486.842,435.7939
Job_P017_R04.odb,17,4,zk132,BH20,180.314,185.837,481.201,440.392
Job_P017_R04.odb,17,4,zk109,BH21,166.718,120.398,482.295,442.2919
Job_P017_R04.odb,17,4,zk131,BH22,112.697,155.798,472.818,441.4176
Job_P017_R04.odb,17,4,zk110,BH23,63.104,220.681,460.829,426.0739
Job_P017_R05.odb,17,5,zk101,BH01,-107.247,837.298,460.635,446.1553
Job_P017_R05.odb,17,5,zk120,BH02,-79.056,786.162,460.024,428.8503
Job_P017_R05.odb,17,5,zk102,BH03,-1.701,784.3,474.041,439.8712
Job_P017_R05.odb,17,5,zk141,BH04,42.002,755.685,478.786,443.8977
Job_P017_R05.odb,17,5,zk103,BH05,97.323,727.843,485.133,443.4704
Job_P017_R05.odb,17,5,zk140,BH06,103.815,241.402,466.707,446.7446
Job_P017_R05.odb,17,5,zk139,BH07,189.974,727.986,498.776,461.469
Job_P017_R05.odb,17,5,zk138,BH08,234.402,695.424,499.305,447.0469
Job_P017_R05.odb,17,5,zk104,BH09,286.261,668.745,499.627,447.229
Job_P017_R05.odb,17,5,zk137,BH10,328.931,675.79,502.079,473.9064
Job_P017_R05.odb,17,5,zk105,BH11,483.884,586.18,487.554,505.0035
Job_P017_R05.odb,17,5,zk410,BH12,416.455,437.474,482.247,501.0144
Job_P017_R05.odb,17,5,zk106,BH13,552.478,475.648,474.773,493.8206
Job_P017_R05.odb,17,5,zk136,BH14,393.028,343.22,484.06,459.7325
Job_P017_R05.odb,17,5,zk107,BH15,446.731,266.563,485.742,466.386
Job_P017_R05.odb,17,5,zk135,BH16,354.713,291.468,486.725,435.0779
Job_P017_R05.odb,17,5,zk134,BH17,312.24,229.995,489.426,443.44
Job_P017_R05.odb,17,5,zk108,BH18,329.522,202.805,491.454,455.4374
Job_P017_R05.odb,17,5,zk133,BH19,245.013,207.144,486.842,436.3681
Job_P017_R05.odb,17,5,zk132,BH20,180.314,185.837,481.201,441.229
Job_P017_R05.odb,17,5,zk109,BH21,166.718,120.398,482.295,443.0761
Job_P017_R05.odb,17,5,zk131,BH22,112.697,155.798,472.818,441.6514
Job_P017_R05.odb,17,5,zk110,BH23,63.104,220.681,460.829,425.7949
Job_P017_R06.odb,17,6,zk101,BH01,-107.247,837.298,460.635,447.8911
