odb_file,P_index,realization,log10_K_Lower,log10_K_Middle,log10_K_Upper,COV,dh,dv,zk101,zk120,zk102,zk141,zk103,zk140,zk139,zk138,zk104,zk137,zk105,zk410,zk106,zk136,zk107,zk135,zk134,zk108,zk133,zk132,zk109,zk131,zk110
Job_P013_R12.odb,13,12,-7.939535206639999,-7.926364440549258,-6.2086637546735854,0.8366790219381953,176.42634983402178,2.2632576100700437,446.2949,429.4257,439.336,442.6359,440.9521,448.3629,458.6814,445.375,446.9381,474.1486,508.2551,505.3876,497.4245,463.4907,469.6798,437.001,444.0174,454.9854,436.4309,440.879,441.7367,441.6477,427.04
Job_P013_R13.odb,13,13,-7.939535206639999,-7.926364440549258,-6.2086637546735854,0.8366790219381953,176.42634983402178,2.2632576100700437,448.505,432.3114,442.7083,446.128,445.261,448.8172,461.6246,447.3165,447.3027,472.3691,506.3328,501.1971,497.1682,458.418,465.2428,432.5579,441.5942,452.495,435.6989,441.7907,442.9488,443.7014,428.9965
Job_P013_R14.odb,13,14,-7.939535206639999,-7.926364440549258,-6.2086637546735854,0.8366790219381953,176.42634983402178,2.2632576100700437,447.1269,431.2315,441.4985,445.2849,444.7377,447.1649,463.7884,448.7372,450.3725,475.7081,508.3141,501.9058,494.2757,459.5108,467.1637,434.3747,443.8508,455.3779,436.1532,441.2597,444.275,442.9408,426.9715
Job_P013_R15.odb,13,15,-7.939535206639999,-7.926364440549258,-6.2086637546735854,0.8366790219381953,176.42634983402178,2.2632576100700437,446.1628,429.9753,440.0435,443.8096,441.9542,448.2793,460.492,445.0535,447.0776,472.4482,507.6335,504.5551,497.4181,460.9065,466.623,434.9859,442.7346,453.7156,435.6608,440.68,442.5498,442.1078,427.8911
Job_P013_R16.odb,13,16,-7.939535206639999,-7.926364440549258,-6.2086637546735854,0.8366790219381953,176.42634983402178,2.2632576100700437,448.6518,431.4701,442.5038,445.5989,444.0699,448.9488,458.3429,442.8079,442.6152,469.0746,508.4679,503.268,500.2361,460.146,466.3873,432.8813,439.9243,450.8872,432.5029,439.952,440.9799,443.6614,429.7956
Job_P013_R17.odb,13,17,-7.939535206639999,-7.926364440549258,-6.2086637546735854,0.8366790219381953,176.42634983402178,2.2632576100700437,449.3838,434.3831,444.2178,445.9539,444.2481,449.6118,459.1071,443.8001,445.0064,471.6858,509.1506,502.091,498.6226,458.7171,467.8809,433.563,440.3788,451.5655,433.8576,438.9837,441.4079,443.7432,428.9604
Job_P013_R18.odb,13,18,-7.939535206639999,-7.926364440549258,-6.2086637546735854,0.8366790219381953,176.42634983402178,2.2632576100700437,448.4292,431.704,442.1246,446.2033,445.8708,448.7152,462.445,447.5221,447.9741,473.9125,506.007,501.3083,494.0058,459.9187,467.2375,434.6789,444.6839,456.3034,437.8587,444.0079,445.0331,444.5315,429.2897
Job_P013_R19.odb,13,19,-7.939535206639999,-7.926364440549258,-6.2086637546735854,0.8366790219381953,176.42634983402178,2.2632576100700437,448.4248,431.0118,442.4479,444.6244,443.7043,448.2413,460.1019,446.2346,446.2904,473.7293,507.8828,502.9023,496.564,460.2233,467.1819,434.2583,443.1166,453.6442,435.1177,440.4447,442.098,442.4337,427.6797
Job_P013_R20.odb,13,20,-7.939535206639999,-7.926364440549258,-6.2086637546735854,0.8366790219381953,176.42634983402178,2.2632576100700437,450.2009,432.124,441.8132,444.0565,443.4276,449.0957,460.5236,446.3562,446.8029,474.6413,508.182,501.958,496.1407,460.9377,468.832,435.6258,443.0611,455.2276,436.5763,442.0657,442.754,442.463,428.8595
Job_P014_R01.odb,14,1,-8.138305336098018,-7.14260774297238,-5.4674596999314735,0.6291539527607515,296.6546486153476,4.12992325849017,444.3137,428.0058,438.3149,441.997,440.9238,444.9557,457.2477,443.4073,443.915,469.9068,505.2446,500.5256,494.892,457.3335,462.4358,430.8684,438.2276,450.1633,431.0721,437.2117,438.7361,439.108,424.0858
Job_P014_R02.odb,14,2,-8.138305336098018,-7.14260774297238,-5.4674596999314735,0.6291539527607515,296.6546486153476,4.12992325849017,445.4904,429.0781,438.8738,442.1086,441.3604,445.352,458.2093,444.1171,444.4721,470.884,503.9428,500.4248,492.4556,457.9823,464.5683,432.153,440.8893,451.9977,433.2989,438.6117,439.6809,439.1602,424.1886
Job_P014_R03.odb,14,3,-8.138305336098018,-7.14260774297238,-5.4674596999314735,0.6291539527607515,296.6546486153476,4.12992325849017,445.4722,427.5749,437.8851,441.6292,440.6488,444.7592,459.1566,445.0104,446.0312,471.7101,503.3018,500.8868,491.3248,458.8648,464.3386,433.5864,441.7276,453.138,434.3681,439.2816,440.1264,440.1932,424.0244
Job_P014_R04.odb,14,4,-8.138305336098018,-7.14260774297238,-5.4674596999314735,0.6291539527607515,296.6546486153476,4.12992325849017,443.5972,428.0209,438.1607,441.7514,442.0186,444.1783,459.2976,445.0282,445.9281,472.1194,504.8129,500.1666,493.649,456.8894,462.6329,431.3109,438.9001,450.2517,432.7763,436.9057,439.4113,438.5344,423.4796
Job_P014_R05.odb,14,5,-8.138305336098018,-7.14260774297238,-5.4674596999314735,0.6291539527607515,296.6546486153476,4.12992325849017,445.037,427.7231,438.9375,441.9142,442.1639,445.5211,458.3152,444.0318,445.289,471.0906,503.3296,498.9166,492.0779,457.1365,464.0137,432.2153,440.3219,451.3845,432.9203,438.193,439.9112,440.5738,424.7564
Job_P014_R06.odb,14,6,-8.138305336098018,-7.14260774297238,-5.4674596999314735,0.6291539527607515,296.6546486153476,4.12992325849017,447.245,430.8841,440.4727,443.1293,440.5243,446.7021,456.9777,441.6693,442.2802,468.3424,503.6521,499.4733,492.8979,457.6109,464.4959,432.4411,440.3828,451.8537,432.9881,438.9482,439.5456,440.8349,427.6025
Job_P014_R07.odb,14,7,-8.138305336098018,-7.14260774297238,-5.4674596999314735,0.6291539527607515,296.6546486153476,4.12992325849017,449.4526,432.1653,441.3096,443.1126,440.4763,444.0244,454.8407,440.6625,441.2983,468.8712,506.375,500.241,495.9052,457.7507,465.7168,430.6124,439.0019,449.9435,430.2849,435.6585,438.4513,438.5277,425.4857
Job_P014_R08.odb,14,8,-8.138305336098018,-7.14260774297238,-5.4674596999314735,0.6291539527607515,296.6546486153476,4.12992325849017,447.0806,430.8524,439.2957,442.6627,440.6731,447.3775,457.4458,442.3707,442.2941,468.7231,503.718,499.5879,492.982,458.2771,464.0449,432.7582,439.8364,451.1082,432.7032,438.8135,439.7583,441.0416,426.7486
Job_P014_R09.odb,14,9,-8.138305336098018,-7.14260774297238,-5.4674596999314735,0.6291539527607515,296.6546486153476,4.12992325849017,446.189,428.9999,439.3063,443.4499,442.3107,447.1159,459.4109,444.0133,443.8746,469.7319,502.7376,498.6245,492.4164,456.7585,462.7561,431.3799,439.7033,451.2873,433.4734,438.8691,441.077,441.1963,426.4463
Job_P014_R10.odb,14,10,-8.138305336098018,-7.14260774297238,-5.4674596999314735,0.6291539527607515,296.6546486153476,4.12992325849017,445.8223,429.2611,440.3169,444.2947,442.8165,445.8472,459.4703,444.5384,444.8355,470.6118,504.5414,498.9658,492.493,456.0785,462.2491,431.3629,439.1294,450.8258,432.7305,439.403,440.87,440.4369,425.7045
Job_P014_R11.odb,14,11,-8.138305336098018,-7.14260774297238,-5.4674596999314735,0.6291539527607515,296.6546486153476,4.12992325849017,446.846,429.363,439.7016,443.089,442.2092,444.6124,459.1496,444.4567,445.0548,471.4522,504.4575,499.3542,492.7409,457.0273,463.8405,432.1957,440.5422,451.703,432.8781,437.7845,440.0283,439.511,424.1519
Job_P014_R12.odb,14,12,-8.138305336098018,-7.14260774297238,-5.4674596999314735,0.6291539527607515,296.6546486153476,4.12992325849017,446.3235,428.3169,440.0484,443.1538,441.9425,446.3043,458.6299,443.5351,443.5017,469.5018,503.3176,499.3085,492.4662,457.1575,464.3243,432.0621,440.2578,451.1008,432.5338,439.2069,439.6518,440.148,426.0045
Job_P014_R13.odb,14,13,-8.138305336098018,-7.14260774297238,-5.4674596999314735,0.6291539527607515,296.6546486153476,4.12992325849017,446.6508,429.8563,439.0151,441.7055,440.3965,444.11,458.5797,444.5793,446.2841,472.6662,504.6141,500.927,492.1881,459.115,465.169,433.0118,441.4341,453.0207,433.8934,437.668,439.6969,438.4642,422.7612
Job_P014_R14.odb,14,14,-8.138305336098018,-7.14260774297238,-5.4674596999314735,0.6291539527607515,296.6546486153476,4.12992325849017,446.1497,428.6509,439.5693,443.0496,441.7169,445.8372,458.6733,444.6672,444.6083,470.8866,503.8442,499.4112,492.512,457.7487,463.8941,432.2525,440.7258,451.826,433.4841,439.0575,440.0823,440.4608,425.3779
Job_P014_R15.odb,14,15,-8.138305336098018,-7.14260774297238,-5.4674596999314735,0.6291539527607515,296.6546486153476,4.12992325849017,447.5425,430.6373,441.002,443.841,443.1252,445.8824,459.5615,444.3591,445.5929,471.7369,503.9574,498.8117,491.1094,456.3473,463.4118,431.4509,440.7844,451.9417,433.6819,438.857,441.0497,440.7089,425.5148
Job_P014_R16.odb,14,16,-8.138305336098018,-7.14260774297238,-5.4674596999314735,0.6291539527607515,296.6546486153476,4.12992325849017,446.2589,429.521,439.2195,442.527,441.8571,446.3634,458.2804,443.5156,443.8847,470.637,503.2559,499.4004,492.261,457.3622,463.5471,432.3638,440.3608,451.3574,433.2015,439.1666,440.122,440.3173,425.9224
Job_P014_R17.odb,14,17,-8.138305336098018,-7.14260774297238,-5.4674596999314735,0.6291539527607515,296.6546486153476,4.12992325849017,444.6995,427.2463,438.3401,441.7337,441.3933,446.2505,458.5519,444.3151,445.01,471.1774,503.1843,499.9286,491.6691,458.7236,463.3698,433.0072,441.4518,452.3894,435.0125,438.758,440.4892,440.085,424.4558
Job_P014_R18.odb,14,18,-8.138305336098018,-7.14260774297238,-5.4674596999314735,0.6291539527607515,296.6546486153476,4.12992325849017,443.1835,425.7229,437.118,440.5357,441.6166,446.0881,460.172,445.6949,445.6735,471.4796,502.7703,500.1012,491.2773,458.6715,461.5032,433.4027,442.1695,452.0784,434.6114,439.132,440.6768,439.9357,424.8454
Job_P014_R19.odb,14,19,-8.138305336098018,-7.14260774297238,-5.4674596999314735,0.6291539527607515,296.6546486153476,4.12992325849017,448.7078,431.0259,440.1801,442.4772,441.1779,445.1201,456.7922,441.163,442.5718,469.0265,505.1776,499.7273,494.8104,457.979,464.4783,431.0577,438.5021,450.5311,432.0529,437.4171,438.5747,440.0455,426.3103
Job_P014_R20.odb,14,20,-8.138305336098018,-7.14260774297238,-5.4674596999314735,0.6291539527607515,296.6546486153476,4.12992325849017,446.7151,429.8573,441.2382,444.5228,444.1016,449.344,461.6672,445.7699,444.1708,470.7444,498.9144,495.5303,487.4972,456.2458,464.224,433.2681,443.39,454.7493,438.0824,442.9718,444.9959,444.9997,429.221
Job_P015_R01.odb,15,1,-7.447323778964904,-6.354410140181002,-5.8083042666100635,0.7541699602829982,78.393170611051,1.511465754072138,446.9582,428.6211,438.9157,441.1346,439.414,445.6097,455.7787,440.913,441.2589,466.3476,496.7501,492.2716,485.406,452.9984,462.3293,430.7647,439.7077,451.1345,433.2765,439.6489,441.2132,441.1126,425.5565
Job_P015_R02.odb,15,2,-7.447323778964904,-6.354410140181002,-5.8083042666100635,0.7541699602829982,78.393170611051,1.511465754072138,443.2427,425.9502,437.943,440.219,438.5731,443.8397,455.1531,439.5316,438.9799,465.2035,499.9091,494.4088,489.2393,452.1902,460.1144,427.0263,436.0516,447.4002,429.553,435.3024,437.2467,437.6905,422.8943
Job_P015_R03.odb,15,3,-7.447323778964904,-6.354410140181002,-5.8083042666100635,0.7541699602829982,78.393170611051,1.511465754072138,442.2015,425.7086,435.0951,438.6284,437.4548,442.717,455.4931,441.8933,441.792,467.1919,499.1168,496.1874,487.4525,454.7014,462.0151,430.3987,439.1153,450.6651,431.8961,437.0895,438.5846,437.4381,422.2241
Job_P015_R04.odb,15,4,-7.447323778964904,-6.354410140181002,-5.8083042666100635,0.7541699602829982,78.393170611051,1.511465754072138,443.4111,426.1703,436.9551,438.7849,436.984,441.8996,453.6645,437.8478,439.4495,465.4684,501.4086,495.0162,491.1531,453.3543,458.554,427.5307,434.342,446.1716,428.441,433.4106,436.1336,436.7179,423.0171
Job_P015_R05.odb,15,5,-7.447323778964904,-6.354410140181002,-5.8083042666100635,0.7541699602829982,78.393170611051,1.511465754072138,441.4438,425.1716,435.0734,438.541,438.2167,442.6219,454.6046,439.9072,440.2593,466.7616,499.8781,496.2971,489.2271,453.5787,460.6322,428.13,437.4236,448.3843,430.7465,435.7965,437.4333,437.5477,422.6171
Job_P015_R06.odb,15,6,-7.447323778964904,-6.354410140181002,-5.8083042666100635,0.7541699602829982,78.393170611051,1.511465754072138,440.6524,423.2735,434.7496,439.2212,437.8221,443.0933,455.0389,441.4412,442.0765,467.9518,500.0087,495.5305,487.1046,454.0093,460.2556,429.6218,438.8421,449.3631,431.4703,437.3108,438.8182,438.1412,421.6078
Job_P015_R07.odb,15,7,-7.447323778964904,-6.354410140181002,-5.8083042666100635,0.7541699602829982,78.393170611051,1.511465754072138,440.6489,423.1973,435.0247,439.1261,438.8245,441.9641,456.6039,441.5677,442.4037,468.3138,499.3708,495.4756,488.5193,453.4882,459.2456,428.744,436.5601,448.6199,431.0903,436.476,438.3082,437.3714,422.1559
Job_P015_R08.odb,15,8,-7.447323778964904,-6.354410140181002,-5.8083042666100635,0.7541699602829982,78.393170611051,1.511465754072138,443.0781,425.7962,435.6833,439.1998,438.9362,441.4968,455.0003,439.9269,441.2443,467.1984,500.3365,495.9122,489.6451,453.2014,459.4718,427.2621,435.6349,447.2405,429.2409,434.4713,437.0551,437.3846,422.0544
Job_P015_R09.odb,15,9,-7.447323778964904,-6.354410140181002,-5.8083042666100635,0.7541699602829982,78.393170611051,1.511465754072138,443.6343,426.0878,435.8195,438.2977,436.5256,441.8085,453.2944,438.2514,440.167,466.4209,501.751,495.9217,489.8377,455.1548,461.0365,429.1263,437.2041,448.1697,428.9534,434.238,435.8387,436.2122,422.0602
Job_P015_R10.odb,15,10,-7.447323778964904,-6.354410140181002,-5.8083042666100635,0.7541699602829982,78.393170611051,1.511465754072138,441.223,424.8822,436.5935,440.8812,439.6959,442.4895,456.8839,441.4353,442.3273,468.187,499.9443,494.2876,488.0671,451.8912,458.2629,427.5243,435.4596,446.9006,428.6116,434.9177,438.4954,438.3368,422.1067
Job_P015_R11.odb,15,11,-7.447323778964904,-6.354410140181002,-5.8083042666100635,0.7541699602829982,78.393170611051,1.511465754072138,441.1206,424.0648,436.0973,439.9525,439.5556,442.5935,457.0404,441.536,440.3991,467.6467,500.308,494.4609,488.5132,453.3325,458.9383,427.2465,436.9244,447.6708,430.2266,436.3428,438.6752,438.0277,421.7075
Job_P015_R12.odb,15,12,-7.447323778964904,-6.354410140181002,-5.8083042666100635,0.7541699602829982,78.393170611051,1.511465754072138,443.4893,426.1291,435.0522,438.5926,438.2926,441.7308,454.8579,439.7476,440.8231,467.8748,500.7991,495.4355,488.9209,454.4563,460.3995,428.4417,437.0025,448.1066,429.6472,435.6807,437.8774,437.113,421.3232
Job_P015_R13.odb,15,13,-7.447323778964904,-6.354410140181002,-5.8083042666100635,0.7541699602829982,78.393170611051,1.511465754072138,441.2638,424.5076,434.8792,438.6472,437.0623,443.5951,453.4541,439.395,439.484,465.4148,499.6821,495.3488,488.5474,453.9207,460.361,428.3301,437.6218,448.2202,429.9503,435.4942,437.7684,437.4409,423.2565
Job_P015_R14.odb,15,14,-7.447323778964904,-6.354410140181002,-5.8083042666100635,0.7541699602829982,78.393170611051,1.511465754072138,441.5361,423.9347,433.6337,436.5614,436.3183,441.8523,454.2566,440.2656,442.7183,468.7591,500.4768,497.4798,488.6058,455.6453,461.9979,430.5713,438.7211,450.261,430.6282,435.3823,436.7471,435.7815,420.8285
Job_P015_R15.odb,15,15,-7.447323778964904,-6.354410140181002,-5.8083042666100635,0.7541699602829982,78.393170611051,1.511465754072138,441.6253,424.7354,434.6162,437.8496,437.9461,442.7268,455.338,440.8253,441.8003,467.8174,499.7957,495.6552,487.6611,454.4643,461.152,429.6224,437.7717,448.8791,430.878,435.2516,438.0145,436.6113,422.6648
Job_P015_R16.odb,15,16,-7.447323778964904,-6.354410140181002,-5.8083042666100635,0.7541699602829982,78.393170611051,1.511465754072138,441.0741,423.826,433.7281,437.8725,438.5344,442.7661,455.1766,441.6263,442.1404,468.2957,500.7156,496.4476,488.7254,454.6899,460.3629,429.3663,438.0958,449.8451,431.5139,436.2418,438.5514,437.2465,421.0666
Job_P015_R17.odb,15,17,-7.447323778964904,-6.354410140181002,-5.8083042666100635,0.7541699602829982,78.393170611051,1.511465754072138,443.7468,426.2176,436.1162,440.2718,437.6225,443.1341,454.0825,438.8398,439.7038,465.8393,500.7677,495.9956,489.9716,452.6014,461.5913,428.0372,435.0609,447.7896,428.8438,434.4686,436.3266,437.7311,422.8297
Job_P015_R18.odb,15,18,-7.447323778964904,-6.354410140181002,-5.8083042666100635,0.7541699602829982,78.393170611051,1.511465754072138,442.0627,424.2726,435.2696,437.7415,436.9055,442.5714,454.4994,439.813,440.2203,466.1582,500.2702,495.9796,489.9011,454.3881,461.0468,429.2986,437.0194,448.1097,430.1936,435.1233,437.1834,436.8792,422.2888
Job_P015_R19.odb,15,19,-7.447323778964904,-6.354410140181002,-5.8083042666100635,0.7541699602829982,78.393170611051,1.511465754072138,443.039,425.4261,435.357,438.5194,436.5951,440.3136,452.7676,438.683,440.5107,466.8126,502.1342,497.4749,491.1176,454.2055,460.6483,427.901,435.8992,447.0818,428.4018,433.8238,436.0643,435.946,421.294
Job_P015_R20.odb,15,20,-7.447323778964904,-6.354410140181002,-5.8083042666100635,0.7541699602829982,78.393170611051,1.511465754072138,440.7604,423.548,433.956,438.9199,437.8167,442.2869,455.7854,440.1134,441.7282,466.7362,499.6786,494.8508,488.8517,454.4376,459.7589,427.824,437.3785,448.189,430.1295,436.265,437.0921,437.1784,422.6327
Job_P016_R01.odb,16,1,-8.690325820697593,-6.032899113453952,-5.9450747654743985,0.684267251249721,97.84164929763347,4.684002727609419,446.7135,429.8619,440.3403,443.3498,441.951,446.4985,458.099,443.4969,444.5066,469.581,502.812,498.314,492.4959,457.2619,463.9735,432.3075,440.8586,451.5425,434.0001,439.5654,441.1983,441.4673,426.4284
Job_P016_R02.odb,16,2,-8.690325820697593,-6.032899113453952,-5.9450747654743985,0.684267251249721,97.84164929763347,4.684002727609419,446.5777,429.2212,439.0899,441.6464,441.2649,445.8058,458.2803,443.9182,444.8573,471.2754,503.5158,499.7764,492.1678,457.7256,464.6939,432.9136,441.3746,452.5651,433.7478,439.2506,441.151,439.8793,425.2607
Job_P016_R03.odb,16,3,-8.690325820697593,-6.032899113453952,-5.9450747654743985,0.684267251249721,97.84164929763347,4.684002727609419,448.9065,432.278,443.3725,445.7687,442.8294,448.7014,457.5954,440.2602,440.0381,466.9242,502.4364,497.2639,492.5756,454.8984,464.0776,429.762,438.1539,449.0319,431.2122,439.3037,441.7548,442.5487,428.957
Job_P016_R04.odb,16,4,-8.690325820697593,-6.032899113453952,-5.9450747654743985,0.684267251249721,97.84164929763347,4.684002727609419,447.0317,429.9193,440.5977,443.9425,442.0275,447.5576,457.7567,441.6642,441.7935,468.4441,503.4208,498.3474,493.2953,456.8415,463.4582,431.2529,439.724,451.0812,432.8117,439.5456,440.8215,440.758,427.0395
Job_P016_R05.odb,16,5,-8.690325820697593,-6.032899113453952,-5.9450747654743985,0.684267251249721,97.84164929763347,4.684002727609419,444.576,428.0581,438.7432,442.9458,443.0015,444.2636,459.4773,444.848,445.6071,471.9332,505.596,499.5754,493.2829,456.3571,462.3404,430.1026,437.7648,449.2862,431.8341,437.2649,439.7457,439.2218,423.9417
Job_P016_R06.odb,16,6,-8.690325820697593,-6.032899113453952,-5.9450747654743985,0.684267251249721,97.84164929763347,4.684002727609419,447.9501,429.8371,440.5404,443.0401,441.2979,447.8813,457.4028,442.0051,442.3951,469.1564,503.3093,498.6454,493.6025,456.6881,464.4217,431.9913,440.9354,452.0081,432.7894,438.7156,441.0995,441.4513,427.5575
Job_P016_R07.odb,16,7,-8.690325820697593,-6.032899113453952,-5.9450747654743985,0.684267251249721,97.84164929763347,4.684002727609419,444.3984,427.1858,438.7375,442.9341,443.047,448.0124,460.7563,445.2218,445.7368,471.5676,501.2819,497.3436,489.7156,456.7988,462.6398,432.1034,441.7597,451.9793,435.4989,440.9199,442.8299,442.8795,426.6848
Job_P016_R08.odb,16,8,-8.690325820697593,-6.032899113453952,-5.9450747654743985,0.684267251249721,97.84164929763347,4.684002727609419,445.3075,428.2451,439.2607,442.7969,442.2971,447.1405,459.8225,444.6619,443.5698,469.627,502.0067,497.8373,491.3422,456.6578,463.0588,432.4825,440.7439,451.2501,433.4142,440.1985,442.1,441.7387,426.6969
Job_P016_R09.odb,16,9,-8.690325820697593,-6.032899113453952,-5.9450747654743985,0.684267251249721,97.84164929763347,4.684002727609419,447.7136,429.2164,439.2691,441.6856,440.135,446.7924,456.6388,441.5466,443.2527,469.401,502.6343,499.7073,492.5538,458.2887,465.3785,433.1901,440.6225,452.1531,434.2404,438.3256,439.8343,440.4565,426.2179
Job_P016_R10.odb,16,10,-8.690325820697593,-6.032899113453952,-5.9450747654743985,0.684267251249721,97.84164929763347,4.684002727609419,445.4365,427.0873,438.2905,441.5716,440.4243,448.0934,456.5781,441.7085,441.9793,467.5595,501.559,499.0087,492.8549,458.6463,465.154,433.6936,441.647,452.5483,434.9678,439.4606,440.7347,441.5783,427.3818
Job_P016_R11.odb,16,11,-8.690325820697593,-6.032899113453952,-5.9450747654743985,0.684267251249721,97.84164929763347,4.684002727609419,446.8834,429.7312,439.8836,444.0935,442.996,445.7844,459.0605,445.0396,445.1082,471.4969,503.7705,498.6535,491.9625,456.556,462.1062,429.7288,439.7691,450.9063,433.4025,438.8323,441.0215,441.1062,425.6789
Job_P016_R12.odb,16,12,-8.690325820697593,-6.032899113453952,-5.9450747654743985,0.684267251249721,97.84164929763347,4.684002727609419,446.3475,430.2242,440.9184,443.3977,442.8495,445.9855,459.8717,444.4181,445.1544,470.3402,503.632,497.5262,492.0602,455.785,462.9374,430.5924,439.3414,450.3245,433.1588,439.6023,441.4872,441.0868,425.9075
Job_P016_R13.odb,16,13,-8.690325820697593,-6.032899113453952,-5.9450747654743985,0.684267251249721,97.84164929763347,4.684002727609419,446.6318,428.839,438.1468,441.3321,440.0928,443.4185,459.1142,445.554,446.9949,473.521,504.9292,500.5217,491.7912,458.851,464.94,433.0889,442.1352,454.3788,434.2111,438.3239,440.2102,438.5476,422.3948
Job_P016_R14.odb,16,14,-8.690325820697593,-6.032899113453952,-5.9450747654743985,0.684267251249721,97.84164929763347,4.684002727609419,445.3704,428.6592,439.7193,442.323,441.6601,445.4031,458.9317,443.7177,443.5076,470.3176,503.2828,499.1784,492.5822,457.8566,463.3644,432.0498,440.6331,451.2255,433.923,439.1673,440.7144,440.156,426.2603
Job_P016_R15.odb,16,15,-8.690325820697593,-6.032899113453952,-5.9450747654743985,0.684267251249721,97.84164929763347,4.684002727609419,446.5467,430.4749,441.1253,444.7001,442.9846,446.5541,457.5511,441.6748,440.5903,467.1535,503.3859,497.5859,494.5268,454.8876,462.2385,429.6097,437.5983,448.9024,431.0976,438.0053,440.8746,440.809,427.1902
Job_P016_R16.odb,16,16,-8.690325820697593,-6.032899113453952,-5.9450747654743985,0.684267251249721,97.84164929763347,4.684002727609419,444.1954,427.4661,437.771,441.443,440.789,446.2158,457.3967,442.4012,443.4807,469.0426,503.3728,500.6112,493.4814,458.2614,463.5194,432.45,439.8595,450.637,433.1708,438.1435,439.594,439.5921,426.0362
Job_P016_R17.odb,16,17,-8.690325820697593,-6.032899113453952,-5.9450747654743985,0.684267251249721,97.84164929763347,4.684002727609419,445.3056,428.3028,439.0356,443.2462,442.3218,446.4054,461.1078,445.3582,445.4382,471.8146,502.1707,497.6774,489.2692,456.9146,463.8157,431.8499,442.4646,453.2027,435.7857,441.6769,443.7709,441.2954,425.2478
Job_P016_R18.odb,16,18,-8.690325820697593,-6.032899113453952,-5.9450747654743985,0.684267251249721,97.84164929763347,4.684002727609419,446.7141,429.7917,440.6501,443.7165,441.8741,445.952,459.5555,445.508,444.8462,471.1606,502.7372,497.7193,492.1355,457.0446,463.0498,432.1824,441.0668,452.2628,434.5054,440.2253,442.1529,441.6139,426.7842
Job_P016_R19.odb,16,19,-8.690325820697593,-6.032899113453952,-5.9450747654743985,0.684267251249721,97.84164929763347,4.684002727609419,445.9269,427.4979,438.6864,442.9582,442.6737,447.9986,459.8161,444.8547,445.3301,471.0785,502.0772,497.433,490.223,456.4681,462.7964,431.2475,440.9744,452.4241,435.0588,442.2767,441.9374,441.9596,426.6547
Job_P016_R20.odb,16,20,-8.690325820697593,-6.032899113453952,-5.9450747654743985,0.684267251249721,97.84164929763347,4.684002727609419,450.2279,431.1107,441.4278,443.9121,441.5835,446.4858,457.8736,441.8001,442.9644,469.2357,503.9924,497.6758,492.2604,457.144,465.6861,432.143,440.3656,452.4512,433.4425,438.9858,440.8335,441.8761,426.6758
Job_P017_R01.odb,17,1,-8.047838024918763,-6.586090086369085,-6.474726505262073,0.5220240899850221,214.9666863546324,2.3466170841105836,448.5597,431.0707,442.2528,446.2184,444.427,447.8324,460.1479,445.4697,445.5295,471.4254,505.1303,499.5273,494.7189,458.2925,465.5369,433.0219,442.2622,453.4732,434.9579,440.5238,442.6136,441.8625,427.4169
Job_P017_R02.odb,17,2,-8.047838024918763,-6.586090086369085,-6.474726505262073,0.5220240899850221,214.9666863546324,2.3466170841105836,447.4923,429.8138,440.7701,443.9169,443.1467,447.1136,460.6167,445.7741,446.2528,473.1649,505.7953,501.3618,493.9985,459.2276,467.0925,434.933,443.2617,454.2506,435.9376,440.3333,442.298,441.2582,425.679
Job_P017_R03.odb,17,3,-8.047838024918763,-6.586090086369085,-6.474726505262073,0.5220240899850221,214.9666863546324,2.3466170841105836,445.6102,428.2449,439.7061,443.121,442.965,445.0031,460.6485,446.5125,447.5948,473.2002,507.4319,502.3466,496.3186,459.5129,465.0249,433.4422,440.776,451.8191,433.5725,438.5708,440.1038,439.3017,423.8014
Job_P017_R04.odb,17,4,-8.047838024918763,-6.586090086369085,-6.474726505262073,0.5220240899850221,214.9666863546324,2.3466170841105836,446.7135,429.9041,440.6519,443.8396,443.0354,446.2212,460.8281,446.1798,447.5579,473.32,505.6814,501.4009,494.1827,459.4285,466.8966,433.8895,442.4895,454.0672,435.7939,440.392,442.2919,441.4176,426.0739
Job_P017_R05.odb,17,5,-8.047838024918763,-6.586090086369085,-6.474726505262073,0.5220240899850221,214.9666863546324,2.3466170841105836,446.1553,428.8503,439.8712,443.8977,443.4704,446.7446,461.469,447.0469,447.229,473.9064,505.0035,501.0144,493.8206,459.7325,466.386,435.0779,443.44,455.4374,436.3681,441.229,443.0761,441.6514,425.7949
Job_P017_R06.odb,17,6,-8.047838024918763,-6.586090086369085,-6.474726505262073,0.5220240899850221,214.9666863546324,2.3466170841105836,447.8911,429.3944,440.9171,443.975,442.8621,447.7254,459.9493,445.4283,445.6425,471.993,504.4852,500.7541,493.1941,460.095,467.4635,435.0348,443.9658,455.0227,436.5005,442.5647,442.6742,442.6696,427.6913
Job_P017_R07.odb,17,7,-8.047838024918763,-6.586090086369085,-6.474726505262073,0.5220240899850221,214.9666863546324,2.3466170841105836,449.6489,432.7347,441.6073,444.6837,441.7345,445.6352,458.5426,443.9951,444.6081,471.7094,507.8395,502.4354,496.2912,459.7298,467.0192,433.7485,441.4845,452.4993,432.7534,438.1765,439.8388,439.7744,425.2461
