x_demo_m,y_demo_m,z_top_demo_m
-187.247,40.397999999999996,423.90980065082886
-175.3669275362319,40.397999999999996,425.4091946119037
-163.48685507246378,40.397999999999996,426.9950461074913
-151.60678260869568,40.397999999999996,428.6632948209212
-139.72671014492755,40.397999999999996,430.4095216391366
-127.84663768115945,40.397999999999996,432.22896789559854
-115.96656521739133,40.397999999999996,434.116556091767
-104.08649275362322,40.397999999999996,436.06691200692643
-92.2064202898551,40.397999999999996,438.0743881000798
-80.32634782608699,40.397999999999996,440.1330881020085
-68.44627536231887,40.397999999999996,442.2368926904124
-56.566202898550756,40.397999999999996,444.37948613632744
-44.686130434782655,40.397999999999996,446.5543838057918
-32.806057971014525,40.397999999999996,448.7549603970036
-20.925985507246423,40.397999999999996,450.97447879001214
-9.045913043478294,40.397999999999996,453.20611938331956
2.834159420289808,40.397999999999996,455.4430097896448
14.71423188405791,40.397999999999996,457.67825476154246
26.59430434782604,40.397999999999996,459.90496621656564
38.47437681159414,40.397999999999996,462.1162932312284
50.35444927536227,40.397999999999996,464.3054518731612
62.23452173913037,40.397999999999996,466.4657547415553
74.1145942028985,40.397999999999996,468.5906400872626
85.9946666666666,40.397999999999996,470.6737003857497
97.8747391304347,40.397999999999996,472.7087102384845
109.7548115942028,40.397999999999996,474.6896534812604
121.63488405797096,40.397999999999996,476.6107493814157
133.51495652173907,40.397999999999996,478.46647780987246
145.39502898550717,40.397999999999996,480.25160327838483
157.27510144927527,40.397999999999996,481.9611977373264
169.15517391304343,40.397999999999996,483.5906620347448
181.03524637681153,40.397999999999996,485.13574594324086
192.91531884057963,40.397999999999996,486.5925666674647
204.79539130434773,40.397999999999996,487.9576257516404
216.67546376811583,40.397999999999996,489.22782431349367
228.555536231884,40.397999999999996,490.4004765382483
240.4356086956521,40.397999999999996,491.47332137393187
252.3156811594202,40.397999999999996,492.44453237706335
264.1957536231883,40.397999999999996,493.3127256658501
276.07582608695645,40.397999999999996,494.07696594626316
287.95589855072456,40.397999999999996,494.7367705847482
299.83597101449266,40.397999999999996,495.2921117098403
311.71604347826076,40.397999999999996,495.74341633352964
323.59611594202886,40.397999999999996,496.09156449184934
335.476188405797,40.397999999999996,496.3378854127831
347.3562608695651,40.397999999999996,496.4841517281796
359.2363333333332,40.397999999999996,496.53257175487556
371.1164057971013,40.397999999999996,496.4857798786427
382.9964782608694,40.397999999999996,496.3468250828277
394.8765507246375,40.397999999999996,496.1191576716397
406.7566231884056,40.397999999999996,495.8066142458965
418.63669565217384,40.397999999999996,495.4134009966537
430.51676811594194,40.397999999999996,494.94407538946274
442.39684057971004,40.397999999999996,494.4035263190146
454.27691304347815,40.397999999999996,493.79695282058395
466.15698550724625,40.397999999999996,493.12984143097543
478.03705797101435,40.397999999999996,492.4079422975519
489.91713043478245,40.397999999999996,491.6372441393782
501.79720289855055,40.397999999999996,490.8239481695113
513.6772753623186,40.397999999999996,489.9744410919906
525.5573478260869,40.397999999999996,489.0952672911138
537.437420289855,40.397999999999996,488.19310033409795
549.3174927536231,40.397999999999996,487.2747139112166
561.1975652173912,40.397999999999996,486.3469523399556
573.0776376811593,40.397999999999996,485.4167007616222
584.9577101449274,40.397999999999996,484.4908551601905
596.8377826086955,40.397999999999996,483.576292333931
608.7178550724636,40.397999999999996,482.6798399505842
620.5979275362317,40.397999999999996,481.8082468164724
632.478,40.397999999999996,480.9681534890106
-187.247,53.10669565217391,423.99097018442905
-175.3669275362319,53.10669565217391,425.49036414550386
-163.48685507246378,53.10669565217391,427.0762156410915
-151.60678260869568,53.10669565217391,428.74446435452137
-139.72671014492755,53.10669565217391,430.4906911727368
-127.84663768115945,53.10669565217391,432.31013742919873
-115.96656521739133,53.10669565217391,434.1977256253672
-104.08649275362322,53.10669565217391,436.1480815405266
-92.2064202898551,53.10669565217391,438.15555763367996
-80.32634782608699,53.10669565217391,440.2142576356087
-68.44627536231887,53.10669565217391,442.3180622240126
-56.566202898550756,53.10669565217391,444.46065566992763
-44.686130434782655,53.10669565217391,446.635553339392
-32.806057971014525,53.10669565217391,448.83612993060376
-20.925985507246423,53.10669565217391,451.05564832361233
-9.045913043478294,53.10669565217391,453.28728891691975
2.834159420289808,53.10669565217391,455.524179323245
14.71423188405791,53.10669565217391,457.75942429514265
26.59430434782604,53.10669565217391,459.98613575016583
38.47437681159414,53.10669565217391,462.1974627648286
50.35444927536227,53.10669565217391,464.3866214067614
62.23452173913037,53.10669565217391,466.5469242751555
74.1145942028985,53.10669565217391,468.6718096208628
85.9946666666666,53.10669565217391,470.7548699193499
97.8747391304347,53.10669565217391,472.7898797720847
109.7548115942028,53.10669565217391,474.7708230148606
121.63488405797096,53.10669565217391,476.6919189150159
133.51495652173907,53.10669565217391,478.54764734347265
145.39502898550717,53.10669565217391,480.332772811985
157.27510144927527,53.10669565217391,482.0423672709266
169.15517391304343,53.10669565217391,483.671831568345
181.03524637681153,53.10669565217391,485.21691547684105
192.91531884057963,53.10669565217391,486.6737362010649
204.79539130434773,53.10669565217391,488.0387952852406
216.67546376811583,53.10669565217391,489.30899384709386
228.555536231884,53.10669565217391,490.4816460718485
240.4356086956521,53.10669565217391,491.55449090753206
252.3156811594202,53.10669565217391,492.52570191066354
264.1957536231883,53.10669565217391,493.3938951994503
276.07582608695645,53.10669565217391,494.15813547986335
287.95589855072456,53.10669565217391,494.81794011834836
299.83597101449266,53.10669565217391,495.3732812434405
311.71604347826076,53.10669565217391,495.8245858671298
323.59611594202886,53.10669565217391,496.17273402544953
335.476188405797,53.10669565217391,496.4190549463833
347.3562608695651,53.10669565217391,496.5653212617798
359.2363333333332,53.10669565217391,496.61374128847575
371.1164057971013,53.10669565217391,496.5669494122429
382.9964782608694,53.10669565217391,496.4279946164279
394.8765507246375,53.10669565217391,496.2003272052399
406.7566231884056,53.10669565217391,495.8877837794967
418.63669565217384,53.10669565217391,495.4945705302539
430.51676811594194,53.10669565217391,495.0252449230629
442.39684057971004,53.10669565217391,494.4846958526148
454.27691304347815,53.10669565217391,493.87812235418414
466.15698550724625,53.10669565217391,493.2110109645756
478.03705797101435,53.10669565217391,492.4891118311521
489.91713043478245,53.10669565217391,491.7184136729784
501.79720289855055,53.10669565217391,490.9051177031115
513.6772753623186,53.10669565217391,490.0556106255908
525.5573478260869,53.10669565217391,489.176436824714
537.437420289855,53.10669565217391,488.27426986769814
549.3174927536231,53.10669565217391,487.3558834448168
561.1975652173912,53.10669565217391,486.42812187355577
573.0776376811593,53.10669565217391,485.4978702952224
584.9577101449274,53.10669565217391,484.5720246937907
596.8377826086955,53.10669565217391,483.6574618675312
608.7178550724636,53.10669565217391,482.7610094841844
620.5979275362317,53.10669565217391,481.88941635007257
632.478,53.10669565217391,481.0493230226108
